component,promedio_general,promedio_periodo,porcentaje_avance,porcentaje_asistencia,retardos,num_asesorias,num_incidencias,recursamientos,rezago_materias,creditos_inscritos_periodo,creditos_aprobados_periodo,periodos_cursados,periodos_sin_inscripcion,materias_reprobadas_periodo,materias_reprobadas_acumuladas,materias_en_curso_periodo,tendencia_promedio,varianza_calificaciones,tutorias_abiertas,tutorias_cerradas,compromisos_pendientes,compromisos_cumplidos,permisos_aprobados,permisos_rechazados,bandera_dato_incompleto
PC11,0.34680517022784146,0.3159254705462781,-0.11672241533753137,0.15807199929792098,-0.4873454542682637,0.28750908294230193,-0.005115897028837393,0.1461384731546041,-0.004994711758578924,-0.02985939189451011,-0.1208337947056316,-0.16754617098368513,-0.041218671938009245,0.24866695161045854,0.14598341612383217,0.006818360803556615,0.07391062520719778,-0.4219921050826524,0.12559659571320134,-0.08551520977531572,0.14391107944316092,-0.19944568152651398,-0.018808870587568683,0.05967229864948141,-0.01564472327323227
PC12,0.2273899028118719,0.027349420331384332,-0.047935656590336474,-0.1403213376282757,-0.27786463282927115,-0.37711524299146876,0.41890088257764785,0.15955016730075425,0.1301228706595027,0.027848216422912554,0.010300233858530496,-0.07870773143409152,0.09597702138770471,0.039980055943942654,0.14675865717610137,0.026910733524654992,-0.21581597446028145,0.2683055522839175,-0.11627873861065395,0.028274790653541843,0.05610921092884519,-0.0025185512543079917,-0.3229220593050951,-0.44918976343880335,-0.07764663359368107
PC13,-0.1450814216720728,0.016297809452885892,-0.09218265956402043,-0.08041882099394725,-0.11519896565434362,-0.43687222426682876,-0.08374047925133096,0.4470935056415767,-0.05658790393053469,0.1434309158269475,0.20385506123983577,-0.06527870676361232,0.32684001724230866,-0.12535605008899878,0.17122279024634493,0.10078837031503636,0.19053239328607605,-0.21545386908389502,-0.06048885503783509,-0.05401377074342481,-0.028699638504153333,0.01515519613012382,0.39359950479638045,0.06988475119246206,0.26631500366603833
PC14,0.34756617356719766,-0.0013581191017035395,0.015312835807567704,0.016323653230135775,0.20209217742252064,0.06729293700483759,-0.3552328780579968,0.2799220803392049,-0.2711939184301554,0.09643044801564399,0.1153359692163341,-0.022577807688641316,0.1229720599194443,-0.06869693868173264,0.0010473604559499987,0.05930184560525281,-0.4259426543252314,0.14161667742304823,0.15731026388367964,-0.0022819697685008845,0.07672100896179675,0.010665383857202594,-0.35542167968852084,0.16677657681132702,0.34984178680130296
PC15,-0.19864504557322135,-0.08425845453756486,0.08943048423186019,-0.17036142136614693,-0.20133292956074292,0.38024265234712074,0.21651381781709286,-0.0915437966978265,-0.25766445268777516,0.16164111105323958,0.14846079286572506,0.1103489841900384,-0.0033915258554741744,0.04939949027532391,-0.22108534161871068,0.09798670390741034,0.09714822884547752,-0.09462111310659597,-0.050290509671704696,0.027611681758482762,-0.04063578884155515,0.01456543623716378,-0.053772506504125676,-0.38258653146105626,0.5617506758115517
PC16,0.06499262500863359,0.07981762885452334,-0.04026445669058705,-0.09239640784409366,0.012584792677378578,-0.2902690348216243,-0.11059673409317508,-0.16621015476965043,0.2202428614833152,0.012606258155715923,-0.06471191806598552,-0.02994568686874183,-0.6629781624363198,0.14728522251065357,0.2430105500280154,0.05204466931850093,0.021377970870790835,0.009503339476581588,0.00866921802208319,-0.14699016979439314,-0.011238975225740952,0.20543944305080974,0.020486806483161164,0.054320543078743906,0.4585827788629263
PC17,0.08149423597351543,0.033135357192272175,-0.05745011976833209,0.6564750629914339,0.20330483095262855,0.19995781685121514,0.2928922002464592,0.108151638175867,0.17586901549464282,-0.12838527503667613,0.008190399430675267,-0.023098756731218008,0.04151974462905743,-0.2864951422444353,0.10136101509058477,-0.09439156495187,-0.09217258599309246,0.023576476892364133,-0.17790960297534889,-0.21644646390499872,0.057094834752097874,0.21071671578057038,0.15882657337062092,-0.13554391418866446,0.22223790656678358
PC18,0.04785583224243215,0.03104285744297919,-0.01988380805271215,-0.18447146671559683,-0.07448898132210985,0.08152178157497272,0.1354726883215234,0.06906359078633437,-0.03647098131733686,-0.015458953532580578,0.04009832446824949,-0.015061265498780164,0.03681547847909585,-0.11649042664436682,-0.04138170768029124,-0.007662497900804219,-0.0242389914709857,-0.04559895987762975,0.5063590098048018,-0.4643923908289553,-0.46339154490722934,0.4358051689071794,-0.014167317254488854,-0.007577572896978659,-0.16510939352877438
PC19,-0.03554070362198374,-0.016827586361780972,0.04396763567612508,-0.18302403378977666,-0.0634243552901983,0.05514389050646248,-0.19544486105854963,-0.009036370209025054,-0.06298482477769445,0.01713852068560729,-0.04477973237879119,0.010089273734972922,0.1179401070981747,0.10862137767512753,-0.10555490852375772,0.035036452102863276,0.0467385667127532,-0.04862840116838593,-0.43667462117714895,-0.4619644891653961,0.4819978835963196,0.44429631977478146,-0.10643734583021135,0.01648933522259138,-0.1525322230158552
PC20,0.02739646605139238,-0.02166766979720162,-0.08783060377934052,-0.4121972828856398,-0.07696002174037589,0.32085516998515995,-0.06612428576612761,0.13967336917896447,0.19322747095255854,-0.06127646138653489,0.19455650853880138,-0.07813723775080282,-0.25508439181635734,-0.6532718361849539,0.2077166141624601,-0.08167280049259228,-0.0329391239285567,-0.0755441462763114,-0.13689490419989295,0.10292104053962721,0.09485639692726874,-0.07578247323268396,-0.01335255149054894,-0.010224519963240935,-0.10276509240446352
PC21,0.0007887483921428188,0.023787315930842153,-0.004210083115445178,0.03405852771042778,-0.0019987958944607375,-0.013222680935358262,0.006155543615153687,-0.1316004808403982,-0.11145269531788102,0.3974548098856516,0.33649983974022835,-0.012888826812752344,-0.004893066505974487,0.14184645233464155,0.1899853677076196,-0.7977682338530621,-0.017136434831014503,-0.005477815317312782,-0.009709909137594182,-0.03070377943324867,0.014145021635501596,0.02421576784562571,0.004423534827074877,0.003057200578112696,-0.04561916198744523
PC22,0.008233048322202948,0.009167378300304434,0.03887808112125286,0.005766213502001539,0.0015520623020457164,-0.0069675513882760205,-0.02946614507189263,0.48084953938548525,0.4277159779763805,0.13066251271383778,0.046400589844816764,-0.011002094622604814,-0.2206120334621345,0.12122770863464126,-0.6791423474561307,-0.19474050564295828,0.003053967077173117,0.004629984027168619,0.0037040447456049993,0.02333553804087232,-0.0029534182914366315,-0.024459448581583724,0.011336807144101643,0.005082422350550366,0.00241461093916532
PC23,0.013471500409443761,0.11372519251026139,-0.6987611861306946,-0.024868093966162047,0.0001227752883956124,-0.0031259767327339247,-0.0038087520303060093,0.00784959556924001,-0.003518437788298974,0.0054300434132992645,0.00961978721007221,0.7007575900311556,-0.00020615138218935017,0.02559376317855373,-0.04011463537167531,-0.0015367531545554935,-0.05730363348048453,-0.009247937744725434,-0.016540504294932354,0.004612872039727961,0.01350540446720974,0.0006110365878867026,-0.010880864643192604,0.0035003198195881656,-0.021767547252502004
PC24,0.48905403715539997,-0.6182804982826453,-0.06748414041250236,0.015698810278067986,0.003598188814754332,0.004813298238023012,0.014312552919520018,-0.00682138742803548,0.0038501031450509926,0.3097158752661964,-0.3058488692445743,0.06553143902865667,0.014738533369156072,-0.11723090218778134,0.01051503154163938,-0.02043439578934699,0.4052803668879196,0.004132994450645536,0.01589660678912802,-0.0027329458523194794,-0.004614989702759184,0.0055072756704433595,0.010197835421063253,0.005329685814889766,0.022108203755523515
PC25,0.24791762661526542,-0.3198550634006036,-0.02483813182596202,0.0014558240205557078,0.008177357068456991,-0.005961229760244588,-0.004414690637203277,0.005778112358171633,0.004502938869066872,-0.5878194060748848,0.6198894714146906,0.024212171293029796,-0.023328851818766594,0.25569152230056114,-0.011917664824342852,-0.00337912839355817,0.1972074823267395,-0.0004755997260843525,-0.002569879463820729,-0.0054539388352932774,0.004101008390673254,0.001977363167271387,-0.0036244490915621408,0.003412485096980362,-0.0023286059178891753
