id_estudiante,id_periodo,programa,cohorte,estatus_academico,cluster,distance_to_centroid,membership_score
IAG20210345,Mayo-Agosto 2023,Ingeniería Agroindustrial,2021,Regular,0,2.2438077359493276,0.3082796766644191
IAG20210345,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2021,Regular,0,3.893921361555873,0.20433511822553693
IAG20210345,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2021,Regular,0,2.7359087234438304,0.2676724925651238
IAG20210355,Enero-Abril 2023,Ingeniería Agroindustrial,2021,Irregular,0,2.8638253904147066,0.25881086719932483
IAG20210355,Mayo-Agosto 2023,Ingeniería Agroindustrial,2021,Irregular,1,4.406980051674112,0.1849461234262145
IAG20210355,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2021,Irregular,0,4.396807297481031,0.18529473907040403
IAG20210361,Enero-Abril 2023,Ingeniería Agroindustrial,2021,Regular,0,2.425434213545969,0.29193379223149984
IAG20210361,Mayo-Agosto 2023,Ingeniería Agroindustrial,2021,Regular,0,3.8710907698255106,0.20529282808577623
IAG20210361,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2021,Regular,0,3.6678358050457485,0.21423204280644126
IAG20210361,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2021,Regular,0,3.6564911929742587,0.21475397645093924
IAG20210386,Enero-Abril 2023,Ingeniería Agroindustrial,2021,Regular,0,3.13184743606261,0.2420224888441033
IAG20210386,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2021,Regular,0,2.353235123279604,0.2982194696272769
IAG20210386,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2021,Irregular,0,4.386416701551148,0.18565217943721768
IAG20220048,Enero-Abril 2023,Ingeniería Agroindustrial,2022,Regular,0,3.07438940944581,0.24543554862028216
IAG20220048,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2022,Regular,0,2.9451420571532023,0.2534762970542044
IAG20220062,Enero-Abril 2023,Ingeniería Agroindustrial,2022,Regular,0,4.44528786491009,0.18364502020987492
IAG20220062,Mayo-Agosto 2023,Ingeniería Agroindustrial,2022,Regular,0,2.872171577613909,0.2582530189987643
IAG20220062,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2022,Regular,0,3.0174347475428407,0.2489150572045069
IAG20220062,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2022,Regular,0,3.617024985809712,0.21658968774773152
IAG20220072,Enero-Abril 2023,Ingeniería Agroindustrial,2022,Regular,0,2.2307312170841462,0.3095274514673297
IAG20220072,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2022,Regular,0,2.8181591535796824,0.26190631657207336
IAG20220087,Enero-Abril 2023,Ingeniería Agroindustrial,2022,Regular,0,2.5491424430617773,0.2817582038598933
IAG20220087,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2022,Regular,0,3.6140943842358975,0.21672725278800334
IAG20220087,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2022,Regular,0,6.078539352833432,0.14127208314519227
IAG20220113,Enero-Abril 2023,Ingeniería Agroindustrial,2022,Irregular,1,4.262995763120977,0.19000585313163848
IAG20220113,Mayo-Agosto 2023,Ingeniería Agroindustrial,2022,Irregular,1,4.5249482921908335,0.18099716904381477
IAG20220113,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2022,Irregular,1,2.795436362914266,0.26347431609475486
IAG20220113,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2022,Irregular,1,7.5302868821043285,0.11722935158228946
IAG20220116,Enero-Abril 2023,Ingeniería Agroindustrial,2022,Egresado,0,2.3527851381118907,0.2982594943626917
IAG20220116,Mayo-Agosto 2023,Ingeniería Agroindustrial,2022,Egresado,0,3.0447834839767403,0.2472320221741072
IAG20220116,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2022,Egresado,0,3.886718737807286,0.20463629147780846
IAG20220135,Enero-Abril 2023,Ingeniería Agroindustrial,2022,Regular,0,3.1352466917802686,0.2418235415042407
IAG20220135,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2022,Regular,0,2.471868626699764,0.28802933161401467
IAG20220135,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2022,Regular,0,7.702845455093369,0.11490494748642775
IAG20220148,Enero-Abril 2023,Ingeniería Agroindustrial,2022,Regular,0,3.334821793521911,0.2306899908767715
IAG20220148,Mayo-Agosto 2023,Ingeniería Agroindustrial,2022,Regular,0,2.803097533474287,0.2629435588222894
IAG20220148,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2022,Regular,0,3.051947820878267,0.24679488586880377
IAG20220148,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2022,Regular,0,3.3659603666740354,0.22904468112746396
IAG20220223,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2022,Regular,0,4.563553804771137,0.17974122927371172
IAG20220229,Mayo-Agosto 2023,Ingeniería Agroindustrial,2022,Egresado,1,3.7298687013865663,0.21142235929442374
IAG20220229,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2022,Egresado,0,4.041702280483161,0.19834570634428003
IAG20220232,Mayo-Agosto 2023,Ingeniería Agroindustrial,2022,Regular,0,2.935549341905542,0.2540941335310036
IAG20220232,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2022,Regular,0,2.612752949704852,0.27679722746657676
IAG20220232,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2022,Regular,0,6.870009687373498,0.12706464664260606
IAG20220242,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2022,Regular,0,3.525561103049779,0.2209670750718843
IAG20220244,Enero-Abril 2023,Ingeniería Agroindustrial,2022,Regular,0,2.679105371174558,0.2718052078189728
IAG20220244,Mayo-Agosto 2023,Ingeniería Agroindustrial,2022,Regular,0,1.7275041794159718,0.36663555185243585
IAG20220244,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2022,Regular,0,3.2369127485009983,0.2360209094118815
IAG20220258,Enero-Abril 2023,Ingeniería Agroindustrial,2022,Regular,0,3.202519381973749,0.23795250160877104
IAG20220258,Mayo-Agosto 2023,Ingeniería Agroindustrial,2022,Regular,0,2.9715230224304943,0.25179257286239265
IAG20220258,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2022,Regular,0,5.58282836727165,0.15191038626675676
IAG20220262,Enero-Abril 2023,Ingeniería Agroindustrial,2022,Regular,0,4.441594014526892,0.18376968170179503
IAG20220262,Mayo-Agosto 2023,Ingeniería Agroindustrial,2022,Regular,0,2.9026845410282216,0.256233879394345
IAG20220262,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2022,Regular,0,2.560827425303939,0.28083360426113424
IAG20220264,Enero-Abril 2023,Ingeniería Agroindustrial,2022,Regular,0,3.1259974645220585,0.24236563609130493
IAG20220264,Mayo-Agosto 2023,Ingeniería Agroindustrial,2022,Regular,0,3.3650171148933383,0.22909417619189235
IAG20220264,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2022,Regular,0,3.7788275711630424,0.20925634689862352
IAG20220276,Mayo-Agosto 2023,Ingeniería Agroindustrial,2022,Baja Temporal,0,4.754913928094951,0.1737645449601068
IAG20220276,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2022,Baja Temporal,1,5.918870433421925,0.1445322628343282
IAG20220276,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2022,Baja Temporal,1,5.470456881149869,0.15454859191060544
IAG20220279,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2022,Regular,0,3.6345572418191634,0.21577034176569554
IAG20220279,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2022,Regular,0,1.855241572441338,0.3502330624672723
IAG20220280,Enero-Abril 2023,Ingeniería Agroindustrial,2022,Regular,1,4.918167806653519,0.168971214178102
IAG20220280,Mayo-Agosto 2023,Ingeniería Agroindustrial,2022,Regular,0,4.030380695111507,0.19879211149402545
IAG20220280,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2022,Regular,0,2.911211177328663,0.25567527670111506
IAG20220289,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2022,Regular,0,7.394980442354058,0.11911880043875211
IAG20220371,Enero-Abril 2023,Ingeniería Agroindustrial,2022,Irregular,1,3.927485525339136,0.20294326484727207
IAG20220371,Mayo-Agosto 2023,Ingeniería Agroindustrial,2022,Irregular,1,5.356826994227025,0.15731118699756239
IAG20220371,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2022,Irregular,1,5.210997025931561,0.16100474623074132
IAG20220371,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2022,Irregular,1,5.51261585358904,0.15354813219160005
IAG20220382,Enero-Abril 2023,Ingeniería Agroindustrial,2022,Regular,0,4.017813861373577,0.19928997520172256
IAG20220382,Mayo-Agosto 2023,Ingeniería Agroindustrial,2022,Regular,0,2.994890698402199,0.25031973976158123
IAG20220382,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2022,Regular,0,2.7573553825743047,0.2661446411584476
IAG20220382,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2022,Regular,0,3.5349619906727434,0.22050901464152164
IAG20220383,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2022,Egresado,0,3.1627046945697663,0.24022842679772513
IAG20220384,Mayo-Agosto 2023,Ingeniería Agroindustrial,2022,Regular,0,3.047160705984946,0.24708680298294033
IAG20220384,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2022,Regular,0,3.665831139664332,0.21432408719187845
IAG20230002,Enero-Abril 2023,Ingeniería Agroindustrial,2023,Regular,0,3.8782423408670903,0.20499186594781874
IAG20230002,Mayo-Agosto 2023,Ingeniería Agroindustrial,2023,Regular,0,3.6890170925687427,0.2132643111036686
IAG20230002,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2023,Regular,0,2.547802404029201,0.28186462663882034
IAG20230002,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2023,Regular,0,5.2307656318268,0.16049391986307304
IAG20230024,Enero-Abril 2023,Ingeniería Agroindustrial,2023,Irregular,0,4.366228742561557,0.1863506100790352
IAG20230024,Mayo-Agosto 2023,Ingeniería Agroindustrial,2023,Regular,0,2.937508264350924,0.25396772091977926
IAG20230024,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2023,Regular,0,3.8607469342087746,0.20572969824086892
IAG20230024,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2023,Regular,0,4.865652069569341,0.17048402942069157
IAG20230030,Enero-Abril 2023,Ingeniería Agroindustrial,2023,Irregular,0,4.17774670263722,0.1931342063316196
IAG20230030,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2023,Regular,0,4.738771655012113,0.1742533176288035
IAG20230074,Mayo-Agosto 2023,Ingeniería Agroindustrial,2023,Regular,0,3.003472447865616,0.24978316024958114
IAG20230074,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2023,Regular,0,4.558936044821831,0.179890538753635
IAG20230105,Enero-Abril 2023,Ingeniería Agroindustrial,2023,Irregular,1,3.8095026314321907,0.20792170763449952
IAG20230105,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2023,Irregular,0,4.877165008298499,0.17015006360856125
IAG20230105,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2023,Irregular,1,6.196370955927541,0.13895892889961645
IAG20230140,Enero-Abril 2023,Ingeniería Agroindustrial,2023,Regular,0,4.218642850397131,0.19162070075822518
IAG20230140,Mayo-Agosto 2023,Ingeniería Agroindustrial,2023,Regular,0,3.658761150505519,0.21464933867483002
IAG20230140,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2023,Regular,0,4.055363551643793,0.19780971037678227
IAG20230141,Enero-Abril 2023,Ingeniería Agroindustrial,2023,Regular,0,3.320678989379423,0.23144510445188837
IAG20230141,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2023,Regular,0,2.6654596359302083,0.2728170814371069
IAG20230155,Enero-Abril 2023,Ingeniería Agroindustrial,2023,Regular,0,4.173362870180188,0.1932978654492044
IAG20230155,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2023,Regular,0,4.046554740547204,0.19815498917813557
IAG20230179,Enero-Abril 2023,Ingeniería Agroindustrial,2023,Regular,0,3.007048569306219,0.24956023933923518
IAG20230179,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2023,Regular,0,3.464599377229452,0.22398426275384178
IAG20230188,Enero-Abril 2023,Ingeniería Agroindustrial,2023,Regular,0,3.4868379536760292,0.22287410651430106
IAG20230188,Mayo-Agosto 2023,Ingeniería Agroindustrial,2023,Regular,0,3.6753452574734933,0.21388794729148822
IAG20230188,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2023,Regular,0,5.419931364867218,0.1557649051316116
IAG20230213,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2023,Regular,0,3.019652524716398,0.24877772241533586
IAG20230219,Enero-Abril 2023,Ingeniería Agroindustrial,2023,Regular,0,3.2907664966730614,0.23305859239261134
IAG20230219,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2023,Regular,0,2.8651979176440134,0.25871896376513065
IAG20230219,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2023,Regular,0,2.708653241789448,0.2696396602227211
IAG20230236,Enero-Abril 2023,Ingeniería Agroindustrial,2023,Baja Temporal,1,5.511879762832529,0.15356548898639696
IAG20230236,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2023,Baja Temporal,1,5.306594142360176,0.15856419129355304
IAG20230261,Enero-Abril 2023,Ingeniería Agroindustrial,2023,Regular,0,3.2312149527765937,0.23633873749282897
IAG20230261,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2023,Regular,0,2.852247168113184,0.2595887429751285
IAG20230261,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2023,Regular,0,6.525467663434552,0.13288210709600068
IAG20230266,Enero-Abril 2023,Ingeniería Agroindustrial,2023,Regular,0,2.4899604773337627,0.2865361961817899
IAG20230266,Mayo-Agosto 2023,Ingeniería Agroindustrial,2023,Regular,0,3.182774730372108,0.23907574862656733
IAG20230266,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2023,Regular,0,3.100562873171053,0.24386895919649162
IAG20230281,Enero-Abril 2023,Ingeniería Agroindustrial,2023,Irregular,1,4.94789988081129,0.16812656904769563
IAG20230281,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2023,Irregular,0,4.308618532167537,0.18837292488441335
IAG20230281,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2023,Irregular,1,4.810550935642522,0.17210072006526891
IAG20230306,Enero-Abril 2023,Ingeniería Agroindustrial,2023,Irregular,1,3.8882484558429247,0.20457225303364024
IAG20230306,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2023,Regular,0,3.117502191713746,0.24286568736076128
IAG20230337,Enero-Abril 2023,Ingeniería Agroindustrial,2023,Regular,0,3.32877072523897,0.23101246600321965
IAG20230337,Mayo-Agosto 2023,Ingeniería Agroindustrial,2023,Regular,0,2.816859062027149,0.26199552662258796
IAG20230337,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2023,Regular,0,5.153708233312114,0.16250364204572784
IAG20230363,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2023,Irregular,0,4.759491491862773,0.17362643931549127
IAG20230363,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2023,Regular,0,4.212469851875683,0.19184763239257002
IAG20230365,Enero-Abril 2023,Ingeniería Agroindustrial,2023,Regular,0,4.159395203985014,0.19382116710648953
IAG20230365,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2023,Regular,0,4.719283846010542,0.17484706598319036
IAG20230387,Mayo-Agosto 2023,Ingeniería Agroindustrial,2023,Regular,0,2.852601537669174,0.25956486551292834
IAG20230387,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2023,Regular,0,3.6156562361876037,0.21665391632934314
IAG20230387,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2023,Regular,0,3.3991136596699394,0.2273185185388069
IAG20240031,Mayo-Agosto 2023,Ingeniería Agroindustrial,2024,Irregular,0,4.10584690895942,0.19585389413953297
IAG20240031,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2024,Regular,0,4.254073309153466,0.190328520589508
IAG20240106,Mayo-Agosto 2023,Ingeniería Agroindustrial,2024,Regular,0,2.5292714200711766,0.2833446003367552
IAG20240106,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2024,Regular,0,4.502579537644847,0.18173294782177904
IAG20240106,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2024,Regular,1,4.63996557534039,0.17730604675537348
IAG20240170,Enero-Abril 2023,Ingeniería Agroindustrial,2024,Regular,0,3.560857522942808,0.21925701361413474
IAG20240170,Mayo-Agosto 2023,Ingeniería Agroindustrial,2024,Regular,0,2.576693724684403,0.27958781963871876
IAG20240170,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2024,Regular,0,2.8247324749839646,0.26145619505170553
IAG20240170,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2024,Regular,0,5.243504294130097,0.16016646307749985
IAG20240177,Enero-Abril 2023,Ingeniería Agroindustrial,2024,Regular,0,3.5202663102187017,0.22122590382326776
IAG20240177,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2024,Regular,0,3.4661558869856663,0.2239062015085479
