id_estudiante,id_periodo,programa,cohorte,promedio_general,promedio_periodo,materias_aprobadas,materias_reprobadas,materias_en_curso,creditos_acumulados,porcentaje_avance,porcentaje_asistencia,faltas,retardos,num_tutorias,num_asesorias,num_incidencias,num_permisos,recursamientos,rezago_materias,estatus_academico,creditos_inscritos_periodo,creditos_aprobados_periodo,creditos_totales_plan,periodos_cursados,periodos_sin_inscripcion,materias_reprobadas_periodo,materias_reprobadas_acumuladas,materias_en_curso_periodo,tendencia_promedio,varianza_calificaciones,tutorias_abiertas,tutorias_cerradas,compromisos_pendientes,compromisos_cumplidos,permisos_aprobados,permisos_rechazados,bandera_dato_incompleto
2a22d650-d71b-5721-9075-6e1164ca868e,2024-2,Ingenieria Agroindustrial,2023,78.82,69.05,16,0,7,116,42.03,74.96,5,1,2,2,0,4,0,0,Regular,52,52,276,3,0,0,0,7,-9.77,22.72,2,0,5,1,3,1,0
a8bd50aa-c0c5-55a7-97eb-a6e815994afe,2024-1,Ingenieria Biomedica,2023,75.39,73.67,15,0,5,79,28.01,90.76,6,2,3,1,1,0,0,0,Regular,35,35,282,3,0,0,0,5,-1.72,26.62,1,2,1,3,0,0,0
d3babf98-6f84-54ab-aea9-531e31b7feb7,2023-2,Ingenieria Agroindustrial,2022,78.18,82.61,15,1,6,110,39.86,68.88,13,2,3,3,0,0,0,3,Regular,44,44,276,4,0,0,1,6,4.43,23.98,2,1,2,1,0,0,0
a6ded2c6-ff24-5e27-9261-e3bffabe550e,2024-1,Ingenieria en Desarrollo de Software,2022,88.25,75.46,24,0,4,144,53.33,60.57,10,4,0,1,0,0,0,1,Regular,26,26,270,5,1,0,0,4,-12.79,36.55,0,0,0,1,0,0,0
96106371-1255-503e-bf13-09e659a5a256,2024-2,Ingenieria Agroindustrial,2022,95.64,93.52,27,0,5,170,61.59,58.48,12,2,3,1,0,1,0,3,Regular,28,28,276,6,0,0,0,5,-2.12,9.14,0,3,0,2,1,0,0
71a9ffad-d7d6-5515-abd0-5d1b4655b0b1,2024-1,Ingenieria Agroindustrial,2022,73.42,59.23,14,1,5,107,38.77,47.5,20,3,1,2,0,3,1,0,Regular,35,28,276,5,0,1,1,5,-14.19,15.69,0,1,0,1,2,1,0
e48cf0ee-5c51-5fd6-85f8-8bdbadf3a67a,2024-2,Ingenieria en Energia,2022,73.37,53.73,15,5,7,123,46.59,57.52,14,0,2,1,0,2,1,4,Regular,45,39,264,6,0,1,5,7,-19.64,35.09,1,1,0,2,2,0,0
2fd5be48-f22d-55da-a2cc-968e4ec06ed4,2024-1,Ingenieria Agroindustrial,2023,92.95,86.6,22,0,5,148,53.62,70.51,9,3,0,1,0,2,0,3,Regular,25,25,276,4,0,0,0,5,-6.35,8.56,0,0,1,0,2,0,0
dff24411-4c70-5a41-943d-1bd93b56c4e1,2023-1,Ingenieria Biomedica,2023,84.73,64.53,7,1,0,36,12.77,3.4,22,1,4,1,1,0,1,3,Baja Temporal,0,0,282,1,2,0,1,0,-20.2,22.64,1,3,2,1,0,0,0
4716f941-d497-5627-a5d6-a0d1c57e05c4,2023-2,Ingenieria Biomedica,2022,58.79,55.84,18,1,6,129,45.74,90.27,4,4,0,0,1,1,1,1,Regular,48,48,282,5,0,0,1,6,-2.95,23.43,0,0,0,2,1,0,0
8526d206-4262-55b8-9b53-6a9c0253581f,2022-2,Ingenieria en Desarrollo de Software,2021,87.13,86.35,10,0,4,76,28.15,97.77,0,0,1,1,1,2,0,1,Regular,21,21,270,4,0,0,0,4,-0.78,21.47,0,1,0,1,2,0,0
f87ae05b-78f5-55c1-88ca-d48cf7d95be4,2024-2,Ingenieria en Desarrollo de Software,2020,91.89,80.31,42,0,5,262,97.04,83.35,7,3,2,1,0,1,0,0,Regular,35,35,270,11,0,0,0,5,-11.58,39.59,2,0,1,2,1,0,0
f05d582b-5e70-5fd1-a5e6-bf8a54ebbc67,2024-1,Ingenieria Biomedica,2020,71.3,86.03,34,0,4,245,86.88,68.52,11,2,8,0,0,0,0,0,Regular,25,25,282,9,0,0,0,4,14.73,10.16,2,6,0,6,0,0,0
04187b54-f5f0-57ea-94d0-2d054b86eb43,2025-1,Ingenieria en Energia,2024,76.2,,9,1,0,57,21.59,24.76,20,3,4,1,0,0,0,2,Baja Temporal,0,0,264,4,1,0,1,0,,21.23,2,2,2,1,0,0,1
bf0361cc-1061-5b22-8807-57f29fb4d516,2023-2,Ingenieria en Energia,2021,77.68,81.74,21,2,7,130,49.24,62.09,14,1,2,0,0,1,1,1,Regular,54,54,264,5,0,0,2,7,4.06,17.74,0,2,0,4,1,0,0
eebf4ea1-bb53-5879-a452-49e4cf69cb48,2023-2,Ingenieria Agroindustrial,2022,73.4,72.1,13,1,0,93,33.7,4.8,19,2,4,0,2,0,1,4,Baja Temporal,0,0,276,4,2,0,1,0,-1.3,24.19,1,3,2,2,0,0,0
d80fd437-6344-5962-8aa3-a32b70cee9e0,2022-2,Ingenieria Biomedica,2021,79.96,84.81,18,0,4,101,35.82,69.1,10,5,3,0,0,0,0,0,Regular,26,26,282,4,0,0,0,4,4.85,16.4,2,1,0,1,0,0,0
9a65f048-1e24-5b83-b71a-fda54e6dafaa,2024-1,Ingenieria Agroindustrial,2023,79.48,73.65,10,0,5,54,19.57,67.98,12,1,2,1,1,1,0,1,Regular,29,29,276,3,1,0,0,5,-5.83,39.63,1,1,1,0,0,1,0
ad552827-82c2-5176-a183-ed756bc8981c,2024-2,Ingenieria Biomedica,2021,68.95,,27,0,0,179,63.48,8.75,24,4,2,1,0,0,0,2,Baja Temporal,0,0,282,8,1,0,0,0,,32.78,2,0,2,3,0,0,1
182def2b-2e31-5ec2-ab33-7aac5fed5079,2025-1,Ingenieria Biomedica,2024,64.87,67.8,11,4,4,72,25.53,35.8,21,5,0,1,1,1,4,0,Irregular,32,16,282,3,0,2,4,4,2.93,35.98,0,0,1,1,1,0,0
583f6675-5025-518b-82de-891fc91f2681,2022-2,Ingenieria Agroindustrial,2021,64.36,62.86,12,2,6,77,27.9,81.13,9,1,0,0,0,0,0,2,Regular,39,39,276,4,0,0,2,6,-1.5,13.33,0,0,0,2,0,0,0
dd51f7f6-a60d-522b-bcde-d379b6364a1b,2025-1,Ingenieria en Desarrollo de Software,2024,74.3,63.22,4,0,7,24,8.89,67.38,8,4,3,2,0,0,0,0,Regular,44,44,270,3,0,0,0,7,-11.08,16.62,0,3,1,2,0,0,0
a3a0d3dc-fd66-5784-aef7-c253bf4f1952,2024-2,Ingenieria Biomedica,2021,68.45,74.22,22,1,6,172,60.99,76.48,8,1,3,1,0,0,1,1,Regular,39,39,282,7,0,0,1,6,5.77,29.83,1,2,0,1,0,0,0
19cc745d-2af1-52b7-8f2a-9736c5512460,2022-2,Ingenieria Agroindustrial,2022,86.49,89.67,5,0,6,31,11.23,66.4,13,1,5,0,0,1,0,1,Regular,33,33,276,2,1,0,0,6,3.18,24.22,3,2,3,1,1,0,0
7009cb91-5633-595f-9242-578f4a603d3e,2024-2,Ingenieria en Desarrollo de Software,2021,80.13,81.5,24,4,5,162,60.0,76.51,10,1,2,0,0,0,1,3,Regular,39,39,270,7,0,0,4,5,1.37,23.09,1,1,0,1,0,0,0
d833e678-57a6-5920-b1ae-82a6d7e37a61,2023-2,Ingenieria en Desarrollo de Software,2022,75.8,74.99,11,1,8,70,25.93,79.46,7,2,1,1,0,3,1,1,Regular,48,48,270,3,0,0,1,8,-0.81,17.8,0,1,0,1,3,0,0
c72ba3a7-9df0-54e9-ae2e-6fd948660c22,2023-2,Ingenieria Biomedica,2022,73.6,92.69,20,1,6,116,41.13,71.39,10,2,3,0,0,1,1,1,Regular,44,44,282,4,0,0,1,6,19.09,31.11,1,2,1,1,1,0,0
21fd4fdd-1301-525a-855b-896ceb7156e1,2025-1,Ingenieria Biomedica,2020,54.71,39.53,28,3,7,219,77.66,63.13,16,1,1,2,0,0,1,2,Irregular,50,43,282,12,0,1,3,7,-15.18,17.83,1,0,1,0,0,0,0
ed389911-63e6-582b-b193-0dc586a4b694,2025-1,Ingenieria Biomedica,2023,70.4,57.98,15,2,4,109,38.65,70.31,8,2,3,1,0,4,1,2,Regular,29,29,282,5,1,0,2,4,-12.42,34.38,3,0,5,0,3,1,0
811d0770-c901-5a32-8c01-61a9ffbe4fae,2024-1,Ingenieria Biomedica,2024,63.28,45.48,2,2,6,11,3.9,66.03,11,2,2,1,1,0,2,2,Regular,31,26,282,1,0,1,2,6,-17.8,49.79,1,1,0,0,0,0,0
649c90f0-30bf-59a2-b999-8c485fcb0617,2023-2,Ingenieria Agroindustrial,2022,77.06,90.68,14,0,4,92,33.33,99.0,5,1,1,0,0,0,0,1,Regular,28,28,276,4,1,0,0,4,13.62,49.12,1,0,1,1,0,0,0
b43d0add-05f4-5e11-a7d1-e6a2977b4790,2023-2,Ingenieria en Energia,2020,64.8,83.92,26,2,7,192,72.73,61.7,13,4,3,3,0,0,2,0,Regular,54,54,264,8,0,0,2,7,19.12,35.66,2,1,4,2,0,0,0
ca5dff75-e99d-56cf-bfdd-0cfb3ea89548,2024-1,Ingenieria Biomedica,2022,80.02,63.22,16,3,7,110,39.01,50.39,15,2,0,3,0,0,2,2,Regular,46,33,282,5,1,2,3,7,-16.8,58.64,0,0,0,1,0,0,0
50bf48a1-ea56-5fa9-8c66-70bda22682cc,2023-1,Ingenieria en Energia,2022,76.56,59.79,8,0,5,56,21.21,86.21,4,3,1,2,1,3,0,1,Regular,32,32,264,2,1,0,0,5,-16.77,19.71,0,1,1,3,3,0,0
62477aa5-2dff-53f7-91f2-3b2d135ca58d,2024-2,Ingenieria Biomedica,2022,79.64,83.4,23,2,8,137,48.58,84.41,5,2,3,2,0,2,0,2,Regular,53,53,282,6,0,0,2,8,3.76,33.07,0,3,1,2,2,0,0
84ccd916-7b10-5ef4-ab9f-c5bad860eaf6,2023-2,Ingenieria Biomedica,2021,90.92,74.57,26,2,0,162,57.45,12.53,30,0,6,1,0,1,2,2,Baja Temporal,0,0,282,7,2,0,2,0,-16.35,40.57,4,2,1,4,1,0,0
87329f25-4f62-5bc8-8760-eb17a10df387,2024-2,Ingenieria en Desarrollo de Software,2023,87.49,84.41,11,0,4,85,31.48,76.71,9,0,3,1,0,2,0,2,Regular,30,30,270,4,0,0,0,4,-3.08,16.83,2,1,3,0,2,0,0
93bf7f09-a5f0-5a9c-82b1-9ffd3b0fa803,2024-2,Ingenieria en Desarrollo de Software,2021,73.44,75.11,45,2,6,227,84.07,80.62,4,3,3,0,0,1,0,2,Regular,37,31,270,8,0,1,2,6,1.67,19.76,2,1,1,2,1,0,0
a8eee576-d1e1-52bd-8fa3-bb0131caa6fa,2023-2,Ingenieria Biomedica,2021,83.23,74.07,24,3,7,176,62.41,73.88,5,0,1,0,0,0,2,1,Regular,43,43,282,6,0,0,3,7,-9.16,13.03,0,1,2,2,0,0,0
606705c4-d6ca-5314-966c-b70eedf15cfb,2024-2,Ingenieria Biomedica,2022,72.27,69.89,23,1,6,161,57.09,87.12,2,4,0,0,1,1,0,1,Regular,40,33,282,6,0,1,1,6,-2.38,47.65,0,0,0,0,0,1,0
4a75b49e-b51d-5645-bb71-1344b4c8235c,2024-1,Ingenieria en Desarrollo de Software,2022,87.46,71.22,26,0,6,149,55.19,47.67,15,2,2,1,2,3,0,0,Regular,45,45,270,5,0,0,0,6,-16.24,34.77,1,1,2,1,3,0,0
dcfc00fb-501f-5e86-9714-713438fe39ac,2024-1,Ingenieria en Desarrollo de Software,2020,67.31,70.31,38,0,4,212,78.52,50.83,13,3,2,0,1,0,0,2,Regular,25,25,270,10,0,0,0,4,3.0,85.0,1,1,2,1,0,0,0
caa32366-d8e0-57cd-89fa-4039583681e6,2024-2,Ingenieria Biomedica,2020,76.57,64.51,31,4,5,245,86.88,89.47,4,1,1,1,0,1,3,1,Regular,25,25,282,10,0,0,4,5,-12.06,15.91,1,0,2,1,1,0,0
1f10260b-2e59-585d-b350-76fcc56c446d,2023-2,Ingenieria Biomedica,2021,55.67,58.23,28,1,4,162,57.45,70.47,10,6,3,1,1,0,1,1,Regular,27,27,282,6,0,0,1,4,2.56,20.27,2,1,2,1,0,0,0
3dfdd89f-4907-5c4a-b90d-2bd93711a18a,2023-1,Ingenieria Biomedica,2020,70.38,41.11,37,3,4,194,68.79,45.05,20,3,5,2,0,4,3,1,Regular,24,12,282,7,1,2,3,4,-29.27,24.86,3,2,2,2,4,0,0
8cf806a6-613a-5d14-9f16-a988d4470649,2023-1,Ingenieria Biomedica,2023,72.06,72.5,2,1,5,11,3.9,96.24,0,2,2,3,0,0,0,2,Regular,34,34,282,1,1,0,1,5,0.44,18.75,0,2,0,3,0,0,0
792fca8d-5ca7-5b84-bd5d-67b36acfc093,2024-1,Ingenieria en Energia,2023,68.15,75.94,10,1,7,55,20.83,69.18,8,2,3,1,0,0,0,1,Regular,39,39,264,2,0,0,1,7,7.79,37.83,0,3,0,1,0,0,0
8bd8544c-1af3-5b06-a2cf-73376043f9bd,2022-2,Ingenieria en Desarrollo de Software,2020,84.57,92.2,28,2,7,150,55.56,65.89,11,1,2,0,0,2,2,0,Regular,39,39,270,6,0,0,2,7,7.63,47.99,1,1,2,1,2,0,0
2f01adde-0ee8-580d-aa45-0c787262724c,2024-2,Ingenieria Agroindustrial,2024,83.57,79.22,6,0,5,35,12.68,88.87,2,0,2,0,0,1,0,1,Regular,36,36,276,2,0,0,0,5,-4.35,26.04,0,2,0,1,1,0,0
1559c366-0eff-5f40-b919-f774f64c4b59,2023-2,Ingenieria en Desarrollo de Software,2021,61.88,65.62,20,0,5,156,57.78,68.96,11,1,0,2,1,0,0,0,Regular,40,40,270,6,0,0,0,5,3.74,26.93,0,0,1,1,0,0,0
4f1a588b-c918-59ff-bc02-4884f8c9fa58,2023-2,Ingenieria Biomedica,2020,79.55,68.36,44,2,5,231,81.91,75.35,10,3,3,1,0,2,2,0,Regular,32,32,282,8,0,0,2,5,-11.19,12.41,2,1,1,2,2,0,0
1307e3ef-ec1c-5b16-8cf2-b67b23674014,2023-2,Ingenieria Agroindustrial,2023,61.62,58.55,2,0,4,11,3.99,81.63,0,3,3,0,0,2,0,0,Regular,31,31,276,2,0,0,0,4,-3.07,15.82,2,1,1,1,1,1,0
40f9bfbd-4b7c-5bf8-8801-ceecdd63e729,2024-1,Ingenieria en Desarrollo de Software,2024,84.56,91.12,8,1,0,59,21.85,8.62,19,2,5,1,0,1,0,2,Baja Temporal,0,0,270,1,1,1,1,0,6.56,19.12,0,5,0,2,1,0,0
55209b4f-7be2-5174-a5c8-3c409d72c6d7,2022-2,Ingenieria en Energia,2024,58.62,37.9,1,1,5,11,4.17,62.77,10,1,3,0,1,1,1,1,Regular,33,26,264,1,0,1,1,5,-20.72,39.47,3,0,2,1,1,0,0
071a2811-00b4-5fb1-aab7-d175f8e6f041,2023-2,Ingenieria en Desarrollo de Software,2023,64.78,63.94,7,3,5,41,15.19,52.49,16,5,3,3,1,2,2,1,Regular,31,19,270,2,0,2,3,5,-0.84,41.25,1,2,5,4,2,0,0
dec79f5a-5ae5-5dc7-abf8-2b8e699cb9b9,2024-1,Ingenieria Biomedica,2020,69.46,57.03,37,1,6,276,97.87,91.82,3,0,3,0,1,1,0,2,Regular,41,41,282,9,1,0,1,6,-12.43,8.99,0,3,1,7,0,1,0
fca436c8-9c87-5d04-99e0-576d9ca08e81,2023-2,Ingenieria Biomedica,2022,73.35,77.99,19,3,7,146,51.77,95.68,0,1,0,0,0,1,3,0,Regular,43,43,282,5,0,0,3,7,4.64,38.01,0,0,0,1,1,0,0
4094a1c9-54a1-580f-9d16-3c0026b4598f,2024-1,Ingenieria Agroindustrial,2023,74.31,82.48,13,1,5,94,34.06,87.06,6,2,1,0,0,1,1,0,Regular,38,38,276,4,0,0,1,5,8.17,34.36,0,1,1,0,1,0,0
df753833-cd20-5a4b-84e2-73b8f4593f42,2023-2,Ingenieria en Desarrollo de Software,2020,72.0,85.4,30,1,5,185,68.52,44.62,15,3,2,1,0,3,0,1,Regular,27,27,270,8,0,0,1,5,13.4,15.77,1,1,0,0,3,0,0
1e4e653f-4aea-5526-bb30-eba99ac67e7f,2025-1,Ingenieria Biomedica,2021,96.19,92.67,34,2,4,258,91.49,56.71,11,5,0,0,1,5,2,1,Regular,32,32,282,10,0,0,2,4,-3.52,47.48,0,0,0,1,5,0,0
1cbd0984-6621-56fe-9cc9-0f24cec3fde3,2023-1,Ingenieria en Desarrollo de Software,2020,61.73,57.66,31,5,4,171,63.33,88.79,2,2,3,2,0,0,5,1,Regular,24,18,270,7,0,1,5,4,-4.07,52.11,0,3,0,3,0,0,0
59d2265b-0f7e-5b2b-b51b-c2df2c97d586,2023-2,Ingenieria Biomedica,2020,70.55,90.36,28,2,7,209,74.11,92.17,3,1,4,1,0,0,1,2,Regular,38,38,282,8,0,0,2,7,19.81,18.99,3,1,3,3,0,0,0
387778c3-982c-51cc-b2bc-917c7cfaf7d1,2023-2,Ingenieria en Energia,2021,72.61,75.21,22,1,5,160,60.61,64.23,6,1,6,0,0,4,0,2,Regular,32,26,264,6,1,1,1,5,2.6,60.25,3,3,4,1,4,0,0
6cfd1f92-71c5-543a-b3ea-0dffdb45041b,2024-2,Ingenieria en Desarrollo de Software,2023,83.71,75.38,16,1,5,123,45.56,55.17,14,2,1,0,0,1,0,2,Regular,31,31,270,4,0,0,1,5,-8.33,15.07,0,1,0,0,1,0,0
60731102-9efa-599c-b184-cf18cd4661c9,2023-1,Ingenieria en Desarrollo de Software,2022,69.24,58.6,7,1,7,57,21.11,29.29,23,2,0,0,0,2,1,1,Regular,36,31,270,3,0,1,1,7,-10.64,18.7,0,0,0,1,2,0,0
f9fefaa1-94e6-5edf-92e8-8797d6bbe734,2023-2,Ingenieria Biomedica,2022,77.37,66.76,16,1,4,96,34.04,35.77,18,3,2,1,1,0,0,1,Regular,20,15,282,3,0,1,1,4,-10.61,31.07,0,2,0,5,0,0,0
71876bfe-cfbb-5138-bb41-50ecebb52aa2,2024-1,Ingenieria Agroindustrial,2021,68.12,50.64,19,3,6,139,50.36,49.19,11,6,1,3,0,2,0,6,Irregular,47,31,276,7,1,2,3,6,-17.48,34.81,1,0,0,0,2,0,0
aea75d43-e78e-5782-85fb-226661edf6ba,2024-1,Ingenieria en Desarrollo de Software,2024,72.35,96.39,2,0,4,11,4.07,99.0,0,2,8,1,0,2,0,1,Regular,27,27,270,1,0,0,0,4,24.04,33.53,2,6,3,5,2,0,0
d1a1b4d4-8425-5729-8c8f-a5336a1467b0,2024-1,Ingenieria Biomedica,2020,84.89,64.29,42,1,5,268,95.04,66.33,9,3,4,1,1,1,1,2,Regular,34,34,282,9,1,0,1,5,-20.6,18.35,4,0,1,0,1,0,0
104bb3d4-9f96-5777-9d48-ee52d7c6d178,2024-2,Ingenieria en Desarrollo de Software,2022,87.51,92.16,21,0,5,153,56.67,73.12,6,2,0,0,0,2,0,0,Regular,27,27,270,6,0,0,0,5,4.65,11.85,0,0,0,1,2,0,0
d2f564d7-cf9b-5cd9-8c54-ed13eac73806,2023-2,Ingenieria Biomedica,2024,98.0,100.0,5,0,6,37,13.12,73.18,8,1,7,2,1,0,0,1,Regular,45,45,282,1,0,0,0,6,2.0,26.77,1,6,2,5,0,0,0
a570865b-29fb-5559-8564-e5186fd59f39,2023-1,Ingenieria en Energia,2024,68.62,70.09,2,1,6,11,4.17,50.8,11,3,5,0,0,2,0,3,Regular,45,45,264,1,1,0,1,6,1.47,58.32,4,1,1,2,2,0,0
8c6b22a2-3730-5793-bba8-2e0437b2e98a,2024-1,Ingenieria en Desarrollo de Software,2023,80.4,63.59,9,1,6,53,19.63,69.52,12,1,2,0,0,3,1,0,Regular,43,36,270,3,0,1,1,6,-16.81,31.02,1,1,0,0,2,1,0
d9ba6be0-e3ad-5d2d-ac3a-03333a32cb1f,2024-1,Ingenieria en Desarrollo de Software,2021,78.73,62.68,31,0,6,233,86.3,57.12,12,2,2,2,1,0,0,0,Regular,46,46,270,8,0,0,0,6,-16.05,19.23,1,1,1,1,0,0,0
bdd5663e-ef14-5aaf-a977-7f234bfdf32a,2024-1,Ingenieria en Energia,2020,75.18,66.96,40,3,6,220,83.33,80.51,3,3,3,1,0,1,0,3,Regular,34,34,264,9,0,0,3,6,-8.22,29.87,0,3,0,0,0,1,0
dbea64e9-ff50-54fc-83cb-a5c0b0ed438c,2024-1,Ingenieria Biomedica,2021,94.1,94.95,41,0,4,237,84.04,67.1,12,4,2,0,0,1,0,0,Regular,20,20,282,8,0,0,0,4,0.85,13.27,1,1,2,2,1,0,0
df73aad2-9794-52c2-8d70-d6ed40394efe,2024-1,Ingenieria Biomedica,2021,94.68,93.42,33,0,6,206,73.05,58.67,14,6,2,0,1,0,0,0,Regular,35,35,282,7,0,0,0,6,-1.26,3.13,1,1,1,1,0,0,0
ccd9484d-392d-5ae8-be6a-66bfad6ceb7c,2022-2,Ingenieria en Desarrollo de Software,2023,89.86,96.74,7,1,7,52,19.26,69.57,10,0,0,1,0,0,0,2,Regular,41,41,270,1,0,0,1,7,6.88,8.74,0,0,1,1,0,0,0
c80fb84e-78f3-5607-934f-ddf63438a731,2025-1,Ingenieria en Energia,2021,60.48,63.6,34,2,5,210,79.55,64.31,12,3,3,0,0,3,1,1,Regular,39,39,264,10,0,0,2,5,3.12,44.68,1,2,0,2,2,1,0
ad828f4c-3952-5dcb-b011-45466f943a53,2023-2,Ingenieria en Desarrollo de Software,2023,90.8,83.06,7,1,4,53,19.63,30.48,21,3,1,1,0,2,0,1,Regular,24,18,270,2,0,1,1,4,-7.74,29.12,1,0,1,0,2,0,0
