id_estudiante,id_periodo,programa,cohorte,promedio_general,promedio_periodo,materias_aprobadas,materias_reprobadas,materias_en_curso,creditos_acumulados,porcentaje_avance,porcentaje_asistencia,faltas,retardos,num_tutorias,num_asesorias,num_incidencias,num_permisos,recursamientos,rezago_materias,estatus_academico
d70d2481-4410-4112-90ba-da313ef7fe19,2023-2,Ingeniería Biomédica,2023,78.97,72.1,30,0,4,180,60.0,82.28,3,3,1,0,0,2,1,1,Regular
632b0b72-fc5e-4a99-a5b5-9fcc88d0fdba,2023-2,Ingeniería Agroindustrial,2022,57.18,31.43,29,4,5,174,58.0,35.97,16,1,0,0,3,0,2,5,Irregular
ea2c5aa9-a6f3-494a-82af-801e73747c97,2023-2,Ingeniería en Energía,2023,80.36,87.78,30,2,5,180,60.0,93.73,2,3,2,0,1,0,1,1,Irregular
ccc9a3ae-6229-404e-9016-372c64c5a32a,2023-1,Ingeniería Biomédica,2021,43.51,13.03,31,5,7,186,62.0,59.12,18,3,0,0,4,0,4,6,Baja Temporal
7da3700e-c5cf-45dd-b0c4-2533e1836b17,2024-1,Ingeniería en Desarrollo de Software,2022,48.16,38.28,24,5,7,144,48.0,56.8,25,3,0,0,3,0,2,8,Irregular
7699ebd7-fffb-4c06-a493-1f4c596981b9,2023-1,Ingeniería Biomédica,2023,64.48,61.66,21,2,6,126,42.0,72.62,10,4,2,3,1,0,2,3,Irregular
7b8ea1b7-04b8-48be-9655-1818cf776d50,2024-1,Ingeniería Agroindustrial,2023,76.94,86.36,32,2,5,192,64.0,87.32,6,2,3,1,1,2,0,0,Irregular
317d443a-665c-4c68-bfa7-4ebc8a73a7f4,2024-1,Ingeniería en Energía,2023,83.06,77.05,21,1,6,126,42.0,84.18,5,2,3,0,1,1,1,1,Irregular
69ea46e3-742f-42d5-b6a8-8fd9d0db7bd0,2023-1,Ingeniería Agroindustrial,2021,81.97,70.46,29,2,4,174,58.0,84.31,2,1,1,0,0,0,0,1,Irregular
118e3e4d-7cdd-4fcb-b786-344ec8422535,2024-1,Ingeniería en Desarrollo de Software,2021,74.88,72.72,32,2,6,192,64.0,71.7,7,3,4,4,3,2,1,1,Irregular
8cef37bd-0c06-439e-9ccb-794d8fe40c62,2024-1,Ingeniería en Energía,2022,85.51,93.75,27,0,4,162,54.0,83.83,6,4,1,2,0,1,0,0,Regular
2bc0c9c5-38f9-459b-888c-d2497b8f24dc,2023-2,Ingeniería Agroindustrial,2021,94.54,99.63,35,0,6,210,70.0,95.45,2,1,0,1,0,0,0,0,Regular
864284ac-d790-4b75-965e-2c70bf1886ff,2023-1,Ingeniería Biomédica,2023,78.2,79.42,22,1,5,132,44.0,80.63,6,4,3,0,0,0,1,0,Irregular
48530dc5-03b6-43ea-848d-e078631060d2,2023-1,Ingeniería Biomédica,2022,81.06,84.91,26,2,7,156,52.0,87.4,6,2,1,0,0,0,1,0,Irregular
2c50709a-9fbe-4e68-bc6e-eb5947581cf4,2023-1,Ingeniería Biomédica,2021,96.68,94.16,26,0,4,156,52.0,95.74,1,1,1,1,0,0,0,0,Regular
89c2f46a-c3e7-4433-ad27-b86c5c73dd14,2024-1,Ingeniería en Desarrollo de Software,2023,70.03,50.2,28,4,4,168,56.0,77.2,5,2,2,3,2,2,2,1,Irregular
f06132bf-5eb1-4de3-9338-1ee5c1ebac13,2023-2,Ingeniería Agroindustrial,2022,82.32,74.96,22,1,6,132,44.0,85.08,5,4,1,1,1,1,0,1,Irregular
dc33e79f-ca96-47d2-ab59-74a1d7e320a9,2023-2,Ingeniería en Desarrollo de Software,2022,89.22,91.84,20,2,7,120,40.0,81.89,3,3,3,2,1,2,1,1,Irregular
98c843e4-4eac-4191-a540-8da3bd759bfa,2023-1,Ingeniería en Desarrollo de Software,2022,68.74,71.46,33,4,7,198,66.0,76.54,8,6,5,2,1,2,2,2,Irregular
0c04f894-76a7-4ba2-9fd7-0188d1952c81,2023-1,Ingeniería en Energía,2022,85.97,90.95,39,1,7,234,78.0,88.55,3,2,3,2,1,2,0,0,Irregular
f08548a1-6b0d-4105-8a91-174fe4a1b3ac,2024-1,Ingeniería Agroindustrial,2021,83.62,73.67,23,1,4,138,46.0,89.14,3,3,2,1,0,2,0,1,Irregular
b71af248-6964-4b6e-b8b6-f4c215b1c34a,2024-1,Ingeniería en Desarrollo de Software,2021,82.63,89.66,38,1,7,228,76.0,86.06,3,1,3,2,0,0,0,1,Irregular
459de348-c71f-4edc-9e2f-061d64a20518,2024-1,Ingeniería en Energía,2022,82.96,72.72,31,2,5,186,62.0,94.31,4,2,1,0,0,0,1,0,Irregular
3dc1d47c-d322-4d47-801d-fec753212746,2023-2,Ingeniería en Energía,2023,78.05,73.95,19,1,7,114,38.0,84.24,6,3,1,2,0,2,0,0,Irregular
549405eb-ead6-4a91-9804-4ffeafb9241e,2023-1,Ingeniería Biomédica,2020,74.37,61.59,17,3,4,102,34.0,60.54,6,6,4,3,1,0,2,2,Irregular
6e543732-1a0b-48fe-a5f5-a7504b41ce82,2023-1,Ingeniería en Energía,2022,83.44,90.08,25,0,4,150,50.0,88.31,5,3,1,2,1,0,0,0,Regular
e2160058-6079-485d-bd9a-fd81b8e9ec6b,2024-1,Ingeniería Agroindustrial,2020,82.9,74.39,26,2,4,156,52.0,81.05,3,1,1,1,1,0,0,0,Irregular
b24bde24-4f74-4031-bae1-1f998a30b553,2024-1,Ingeniería Biomédica,2020,87.05,89.29,26,0,6,156,52.0,92.51,3,2,3,0,0,1,0,1,Regular
cd457f26-c983-436f-9866-bd324ddfe716,2024-1,Ingeniería en Desarrollo de Software,2022,66.22,73.55,33,2,6,198,66.0,66.9,9,2,5,3,3,0,2,3,Irregular
61a07d27-2d29-490b-b971-4dc167c1019c,2023-2,Ingeniería en Desarrollo de Software,2022,75.31,78.94,21,2,7,126,42.0,93.59,3,2,2,0,0,1,0,0,Irregular
075809b9-69eb-4976-a923-e0cee898a760,2024-1,Ingeniería en Energía,2021,40.15,33.0,27,4,5,162,54.0,41.58,11,1,1,0,4,0,4,3,Irregular
af9abf84-e413-499c-9ab5-4b822853291a,2023-1,Ingeniería Agroindustrial,2022,98.92,96.79,23,0,4,138,46.0,96.79,0,2,0,0,0,0,0,0,Regular
db500ff2-3304-4f78-a9f9-595b3592f641,2023-2,Ingeniería en Desarrollo de Software,2023,80.8,83.07,33,2,4,198,66.0,89.42,4,1,3,0,0,0,1,1,Irregular
e23c90d9-76d3-4485-bd62-a83954cbde55,2023-1,Ingeniería Agroindustrial,2021,66.24,57.77,30,4,5,180,60.0,75.19,6,4,5,3,3,2,1,3,Irregular
da2bfd30-a929-40b9-8657-dcea22011540,2023-1,Ingeniería en Desarrollo de Software,2023,65.13,61.89,21,5,5,126,42.0,71.08,11,5,4,3,2,1,3,2,Irregular
7615422d-6c3d-4fb1-bd40-a8c8ae9c703e,2024-1,Ingeniería en Desarrollo de Software,2020,67.5,59.52,18,5,5,108,36.0,70.65,8,6,5,2,3,2,1,4,Irregular
dabe0792-5167-46ab-a70e-6cfeb3c3a643,2023-1,Ingeniería en Energía,2021,86.94,87.38,22,2,5,132,44.0,84.45,3,3,1,2,1,0,0,1,Irregular
54a6551c-ee78-4a38-af21-5f5f5f973726,2023-1,Ingeniería Biomédica,2020,81.37,86.07,37,0,7,222,74.0,90.64,2,1,2,0,1,2,1,1,Regular
d5b353c3-8c27-473c-bbdf-5c9e3530155a,2024-1,Ingeniería Biomédica,2020,83.27,82.08,29,2,5,174,58.0,93.42,2,1,1,0,0,2,1,1,Irregular
2f8d414e-4f41-47a6-950f-b9918d446514,2023-1,Ingeniería Biomédica,2022,80.66,81.14,27,0,5,162,54.0,91.97,4,1,2,1,0,0,0,0,Regular
c5a833ca-c392-42ad-8ce3-10a40f9a55b8,2024-1,Ingeniería Agroindustrial,2022,89.73,90.85,35,0,4,210,70.0,81.07,5,3,3,1,0,0,1,1,Regular
9ff8b9a4-715e-4c1a-9b9e-069093e100b0,2024-1,Ingeniería en Desarrollo de Software,2021,48.9,48.32,26,7,7,156,52.0,40.71,21,0,0,0,5,0,2,4,Baja Temporal
cc27657d-9ad7-4950-840f-df247c41976d,2024-1,Ingeniería Biomédica,2023,86.36,79.12,23,1,4,138,46.0,80.85,2,2,3,0,0,2,0,1,Irregular
def0fb13-250f-4410-8388-4f771ead8bf3,2024-1,Ingeniería Biomédica,2023,69.27,68.69,28,4,6,168,56.0,64.94,6,3,4,2,3,1,2,3,Irregular
1fc79dcd-5dc2-495b-8e6c-1efe693c53be,2023-2,Ingeniería Biomédica,2023,89.58,72.23,27,0,7,162,54.0,82.68,5,4,2,2,0,0,1,0,Regular
a45fcd98-106d-424b-a0b5-40be7d47d81f,2023-1,Ingeniería en Desarrollo de Software,2023,97.71,97.57,30,0,4,180,60.0,95.15,0,0,0,1,0,0,0,0,Regular
24e7bdc4-a2d5-47ec-95e2-285fc9330840,2023-1,Ingeniería en Desarrollo de Software,2021,86.73,86.51,35,2,4,210,70.0,88.67,4,1,2,1,1,0,1,1,Irregular
233949a7-1f3c-481a-bf52-1d6d0d3b9271,2023-2,Ingeniería Agroindustrial,2022,86.84,85.49,24,1,4,144,48.0,80.8,6,2,3,2,1,2,1,0,Irregular
a7ac61ed-82cb-4561-bd6c-8e045f612cbf,2023-2,Ingeniería en Desarrollo de Software,2020,83.0,92.49,34,1,6,204,68.0,84.38,6,4,2,1,0,1,1,1,Irregular
59cefa49-1f31-4f41-9cb2-92c67afec287,2023-2,Ingeniería en Energía,2022,88.84,92.44,31,0,6,186,62.0,46.71,20,0,6,0,4,0,0,0,Regular
e05614f2-fc5b-4347-a74c-0f6658681d18,2023-2,Ingeniería Agroindustrial,2023,76.0,84.0,20,2,7,120,40.0,88.9,2,2,3,2,1,2,1,0,Irregular
ee595d65-efa6-42c4-8074-14aafec63c72,2023-1,Ingeniería Agroindustrial,2022,94.45,98.45,29,0,7,174,58.0,96.67,1,2,1,1,0,0,0,0,Regular
0f8e8f99-b347-486b-8e1f-0afe02e608d9,2024-1,Ingeniería en Desarrollo de Software,2021,79.07,88.0,21,0,5,126,42.0,90.42,4,4,1,0,0,2,0,1,Regular
30a0e3d2-a007-40a4-aa4d-95c46bdbb606,2024-1,Ingeniería en Energía,2022,98.29,91.15,25,0,5,150,50.0,98.22,0,1,1,0,0,0,0,0,Regular
bc1e51c5-f70d-4ea9-9034-43b57f7d6593,2023-1,Ingeniería en Desarrollo de Software,2022,85.69,70.88,30,2,7,180,60.0,84.87,5,2,3,1,0,1,1,0,Irregular
febcfe39-a87b-4aff-a131-6f24db9fa13f,2023-1,Ingeniería Biomédica,2023,71.12,64.14,26,4,7,156,52.0,78.64,7,6,4,3,2,0,3,4,Irregular
71b6950f-8e5d-4fce-b1bf-1746379d93c9,2023-1,Ingeniería en Desarrollo de Software,2022,49.16,34.61,36,4,4,216,72.0,36.74,20,3,0,0,3,0,4,8,Baja Temporal
a9c04cc8-c989-465c-bede-e6055860d471,2024-1,Ingeniería en Energía,2020,93.88,89.7,20,0,6,120,40.0,45.31,16,1,4,0,6,2,0,0,Regular
bf3b4234-50f3-4b05-aeba-80e69115835d,2023-1,Ingeniería Biomédica,2021,66.69,60.69,28,4,6,168,56.0,78.48,11,6,3,4,3,2,1,1,Irregular
e696938e-45fb-4e74-b7c4-06eae14a26ec,2023-1,Ingeniería Biomédica,2021,86.88,82.6,20,1,6,120,40.0,89.45,4,3,3,0,1,1,1,1,Irregular
28449e5c-cbcb-48e5-b314-5c0b65672272,2024-1,Ingeniería Agroindustrial,2023,62.37,53.69,24,5,4,144,48.0,74.41,12,4,4,3,3,0,2,2,Irregular
d5968335-c119-4aca-8fc8-771e01003106,2024-1,Ingeniería Agroindustrial,2023,71.1,68.21,32,5,7,192,64.0,66.6,6,2,2,4,2,0,2,1,Irregular
ed800e1d-633b-40a4-aef8-ab1dbf2e9377,2024-1,Ingeniería en Desarrollo de Software,2022,74.63,72.77,32,5,4,192,64.0,70.6,10,2,3,3,3,0,1,2,Irregular
2449fb0a-cb49-4858-802d-f23ced5992d1,2024-1,Ingeniería Agroindustrial,2023,79.31,83.83,31,0,6,186,62.0,89.0,4,4,1,2,1,2,1,1,Regular
cebd8d29-0386-4e1a-9ad7-29259d20b965,2023-2,Ingeniería en Energía,2021,75.53,82.17,24,0,6,144,48.0,83.5,6,2,1,0,0,1,0,1,Regular
175fcbba-afa5-42c8-b142-0f9764badc3f,2023-2,Ingeniería Agroindustrial,2023,69.19,74.1,22,4,4,132,44.0,65.18,12,2,5,3,1,2,3,2,Irregular
727c2fd5-e984-4841-aecc-185692f644c5,2023-1,Ingeniería en Desarrollo de Software,2022,88.45,76.5,32,2,6,192,64.0,83.68,6,3,1,1,0,2,1,1,Irregular
1b3c6d91-15f6-4f5c-8d66-0a1cb66a3363,2023-1,Ingeniería en Desarrollo de Software,2020,85.07,88.17,28,0,4,168,56.0,83.07,2,2,1,2,0,0,0,0,Regular
ce178c88-c71e-4c46-9a6d-64b0cc4bcbb0,2023-2,Ingeniería Agroindustrial,2023,44.03,12.71,35,4,6,210,70.0,50.1,24,2,0,0,5,0,4,6,Baja Temporal
9b01fac2-ee2a-4839-a700-c7d360137551,2023-1,Ingeniería Agroindustrial,2023,75.98,94.78,34,0,6,204,68.0,88.36,6,2,1,2,1,2,1,1,Regular
7be27b3e-8392-40f8-84c5-7b4bf43f13e2,2023-1,Ingeniería Biomédica,2021,99.36,94.94,20,0,6,120,40.0,97.48,1,0,0,0,0,0,0,0,Regular
3e458d24-7b44-41ec-9ed5-a4a71924d5d0,2023-1,Ingeniería en Energía,2022,75.81,70.98,34,1,5,204,68.0,85.94,2,2,1,1,1,1,1,1,Irregular
980d0765-e95e-421f-b305-8c87cb479d95,2024-1,Ingeniería en Energía,2023,82.74,79.92,18,2,5,108,36.0,94.47,4,4,3,2,1,0,1,1,Irregular
52c134a6-8d6f-49ac-b7d9-3c1d6c9d94ce,2023-1,Ingeniería Agroindustrial,2020,54.26,20.93,34,6,6,204,68.0,47.79,10,0,0,0,5,0,2,6,Baja Temporal
e95055c0-efd1-4ff8-92b8-a57cb33a13a4,2023-2,Ingeniería Biomédica,2021,84.25,89.18,26,0,5,156,52.0,91.19,5,4,3,0,1,2,0,1,Regular
f8fb0f9c-6b50-481e-b637-a4d2146dc58f,2023-1,Ingeniería en Energía,2023,46.54,27.01,29,8,7,174,58.0,39.67,28,2,2,0,5,0,2,5,Baja Temporal
e06666de-11a6-4bc1-a166-89623ac9eada,2023-1,Ingeniería Agroindustrial,2022,92.35,96.29,37,0,6,222,74.0,98.68,2,1,1,1,0,0,0,0,Regular
4ed5d8f1-c936-46bf-83d5-0ea216f2ce38,2023-2,Ingeniería en Energía,2021,85.26,82.22,34,2,7,204,68.0,83.37,3,1,2,0,1,0,1,1,Irregular
c93a150a-c71b-4408-8673-37583a503918,2024-1,Ingeniería Agroindustrial,2021,89.92,90.9,33,0,4,198,66.0,45.95,17,2,6,0,5,1,0,0,Regular
4cf332f7-8bf5-40f3-bc2a-9fdb10a68f5c,2023-2,Ingeniería Agroindustrial,2021,88.55,77.33,20,1,5,120,40.0,92.44,5,1,3,0,0,0,1,1,Irregular
e13972a3-1f2e-4a6a-953a-fcc2acbf1525,2024-1,Ingeniería en Desarrollo de Software,2020,82.99,71.27,28,2,5,168,56.0,89.23,5,1,3,2,0,2,0,0,Irregular
b2528e24-57fe-420d-bce9-19fe324eaec3,2023-1,Ingeniería en Energía,2021,74.49,50.88,32,2,6,192,64.0,73.52,6,5,5,1,2,1,1,4,Irregular
4c78a1b6-a10e-4d7d-9677-01018e65cb7c,2023-2,Ingeniería Biomédica,2021,83.13,83.69,28,0,6,168,56.0,85.59,4,1,3,2,0,1,0,0,Regular
9c06f975-b5a7-405f-920d-1ba563ca46e3,2024-1,Ingeniería en Energía,2020,60.46,60.76,32,2,4,192,64.0,63.2,12,4,3,3,2,0,3,4,Irregular
c026706a-b93e-4e9d-b6e0-be39ecaa330f,2023-2,Ingeniería en Energía,2020,85.93,89.89,32,2,6,192,64.0,81.38,5,4,3,1,1,2,1,1,Irregular
f61f71e7-7198-4dfd-9a8e-9c3b70fde669,2024-1,Ingeniería Agroindustrial,2021,85.66,87.82,21,0,5,126,42.0,32.93,16,1,8,0,5,1,0,0,Regular
0fdc8234-0756-48ff-9db9-c4c750ae721c,2024-1,Ingeniería Agroindustrial,2021,82.7,83.47,37,0,6,222,74.0,88.52,4,1,2,1,0,0,1,1,Regular
29f0180c-80e9-4773-9322-9787ee61d9f4,2024-1,Ingeniería Agroindustrial,2023,85.07,89.58,36,0,7,216,72.0,41.3,21,2,5,0,6,2,0,0,Regular
fab6d447-7b85-4fae-bb53-566dd76b9691,2024-1,Ingeniería en Energía,2022,64.69,60.77,23,2,4,138,46.0,72.67,8,6,5,4,1,1,2,2,Irregular
275bef44-91ff-453c-877a-1f4a167327ec,2023-1,Ingeniería en Desarrollo de Software,2022,78.36,83.24,38,0,7,228,76.0,87.79,5,1,2,0,1,2,1,1,Regular
525c2197-4ac8-4edd-8cf9-74b82e6dbac0,2023-1,Ingeniería Biomédica,2020,85.31,93.05,29,0,4,174,58.0,47.42,23,0,7,0,5,0,0,0,Regular
1055aaf3-fcea-443d-bfde-c14e692d58fe,2024-1,Ingeniería en Energía,2023,86.06,90.17,25,2,4,150,50.0,83.27,6,2,3,0,1,1,0,1,Irregular
52294877-8232-42c0-a691-6a8336f318bc,2023-1,Ingeniería en Energía,2020,92.2,93.7,30,0,4,180,60.0,47.23,22,1,6,0,3,1,0,0,Regular
e34f0e80-34b2-49fa-bb88-bd054bc6569a,2024-1,Ingeniería Biomédica,2023,85.84,87.2,24,0,7,144,48.0,48.29,15,2,4,0,5,2,0,0,Regular
b5840ed4-3556-4630-95c3-53b85d97d519,2024-1,Ingeniería Biomédica,2023,55.68,28.48,20,7,6,120,40.0,21.02,20,5,0,0,3,0,5,5,Irregular
47b8732c-a522-4a19-b1ec-27acc70eaa52,2023-2,Ingeniería Agroindustrial,2023,83.47,85.97,36,2,4,216,72.0,93.08,4,2,1,1,0,2,0,1,Irregular
9a6c2c10-b9a7-4bff-8eac-6efc009e3e8f,2024-1,Ingeniería Biomédica,2020,69.38,54.09,35,3,5,210,70.0,74.92,11,6,2,3,1,2,2,3,Irregular
95ca4a4c-70d8-43ed-aa29-fb2b1dc29619,2023-2,Ingeniería Biomédica,2020,87.71,85.27,27,1,7,162,54.0,82.82,4,2,2,0,1,1,0,1,Irregular
dcd5d449-54f5-4db8-9ec1-20ed77f63fee,2023-1,Ingeniería Biomédica,2023,100.0,95.76,23,0,6,138,46.0,98.18,1,1,0,1,0,0,0,0,Regular
541d5c8f-142f-4597-a15b-022051358e75,2023-1,Ingeniería Agroindustrial,2022,59.54,34.48,28,4,6,168,56.0,39.53,28,5,2,0,5,0,2,6,Irregular
e6667c6e-bf88-42aa-ae06-a9637769af36,2024-1,Ingeniería en Energía,2022,80.08,88.8,26,1,5,156,52.0,90.66,6,2,1,1,0,0,1,1,Irregular
a0f7b586-2565-4f5a-a2a6-552724a4a6eb,2023-2,Ingeniería Agroindustrial,2022,71.56,64.24,17,5,4,102,34.0,71.34,9,3,4,2,3,2,2,4,Irregular
78a07fa1-0b39-4dd1-939b-881977dd1528,2023-2,Ingeniería Biomédica,2020,68.75,55.18,16,4,4,96,32.0,69.08,7,5,3,3,3,2,2,2,Irregular
8393a5c7-d267-4e73-a5ad-793d9f0f1a1e,2024-1,Ingeniería en Desarrollo de Software,2022,86.79,88.15,24,1,4,144,48.0,94.9,5,3,2,2,0,1,0,1,Irregular
133ea3c8-86c2-4fd5-8880-4a3990e17f4e,2024-1,Ingeniería Biomédica,2023,68.38,53.48,24,4,7,144,48.0,60.01,6,6,4,3,2,0,3,3,Irregular
48a11fea-a022-46dd-bd24-c699c83ad808,2024-1,Ingeniería Agroindustrial,2020,82.79,77.14,22,1,7,132,44.0,92.91,3,3,2,1,1,1,0,1,Irregular
31925f41-1409-4082-8cdb-50f5d7247f4f,2024-1,Ingeniería en Desarrollo de Software,2022,81.91,75.25,36,1,4,216,72.0,85.45,2,4,3,2,0,1,1,1,Irregular
107f5c4f-dd27-4fbf-aa27-e1d46d1d9698,2023-1,Ingeniería en Energía,2020,73.41,53.09,23,4,4,138,46.0,68.37,6,3,4,3,3,2,2,2,Irregular
133d4f68-8db4-4712-a565-45d03b0cead6,2024-1,Ingeniería en Desarrollo de Software,2021,40.39,3.64,26,6,4,156,52.0,47.5,26,1,0,0,2,0,5,5,Irregular
d574eadc-2076-4e87-aaa5-3c4ac41b80ed,2023-2,Ingeniería en Desarrollo de Software,2021,64.44,66.07,18,4,5,108,36.0,74.69,9,4,3,3,2,0,3,2,Irregular
85e675a6-da67-44f1-bc2d-f2ec33d02b6d,2023-1,Ingeniería en Energía,2023,90.97,96.86,22,0,5,132,44.0,99.19,0,2,1,1,0,0,0,0,Regular
fab94ca7-9bd4-4a8c-b56f-24d7343e644e,2023-1,Ingeniería en Desarrollo de Software,2021,84.03,84.75,39,0,5,234,78.0,83.65,6,3,3,1,1,1,1,1,Regular
7d41c63f-cf28-453f-957b-9fdcd02b1022,2023-2,Ingeniería Agroindustrial,2020,82.46,73.88,19,1,7,114,38.0,82.25,4,1,2,2,0,1,1,0,Irregular
a540ec61-0292-408a-b0d9-b2e5d1a4571d,2023-1,Ingeniería en Desarrollo de Software,2023,86.08,89.35,28,2,4,168,56.0,80.99,3,3,1,2,1,2,0,1,Irregular
123e5ead-cfe0-430b-b0af-130f4978c15e,2023-2,Ingeniería en Energía,2021,97.3,92.53,37,0,6,222,74.0,99.36,2,0,1,1,0,0,0,0,Regular
24211846-117a-4861-9da9-723e51d739a0,2023-1,Ingeniería Agroindustrial,2020,92.8,98.47,31,0,6,186,62.0,97.99,0,1,0,1,0,0,0,0,Regular
b4ed7122-4d37-44e8-89ae-d41744f0b672,2023-1,Ingeniería en Desarrollo de Software,2020,79.88,93.33,24,1,6,144,48.0,90.51,4,3,2,0,1,0,0,0,Irregular
4c031ebb-5383-4b45-adcc-755dbda1a0b2,2023-1,Ingeniería en Energía,2021,92.87,98.69,35,0,7,210,70.0,96.68,1,0,1,1,0,0,0,0,Regular
6379f077-c2df-4d11-865b-a9875c6f8451,2024-1,Ingeniería Agroindustrial,2021,87.09,83.19,27,2,4,162,54.0,80.13,3,2,3,0,0,1,1,1,Irregular
23fae040-2dc8-49f7-a84e-0598b8c71797,2023-1,Ingeniería Biomédica,2023,54.27,4.08,16,4,7,96,32.0,57.64,15,2,1,0,2,0,2,5,Baja Temporal
17a2d4c1-7fe8-47bc-a63a-c7dbe26ee9ce,2023-2,Ingeniería Agroindustrial,2021,72.57,71.35,21,4,5,126,42.0,64.06,8,4,2,3,2,2,3,4,Irregular
877e7ecd-c4c6-41bb-a3ea-018dc82fdf98,2024-1,Ingeniería en Energía,2020,85.18,79.74,31,2,4,186,62.0,82.77,4,4,2,2,0,2,1,0,Irregular
6f87aa8b-148c-4aeb-a442-1af35dc037e0,2023-2,Ingeniería en Energía,2023,77.59,84.71,24,0,6,144,48.0,80.03,6,3,2,1,1,1,0,1,Regular
