id_estudiante,id_periodo,programa,cohorte,estatus_academico,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
IAG20200084,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2020,Irregular,-0.9436484075514844,-2.2845379160210033,-2.59963895383681,0.5815992631198588,2.0251008330833207,0.673530995520005,-0.6248472719387709,0.6574024003622914,0.34020862802478297,1.4616135046378476,0.1536754082096931,1.259753201410244,-0.006296348816546909
IAG20200095,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2020,Irregular,-1.8186037885446573,-2.4696242643024644,-2.1148575011401847,1.753530187881611,2.9496842219531088,1.866119826298617,0.648163657840328,0.7116382331065421,1.1041384402527756,0.63771834013352,-0.9970795493645332,1.6829748043861317,-0.625644947262388
IAG20200095,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2020,Irregular,-1.57655420384017,2.53486135400797,-2.670553691216536,0.05653086678844912,-0.16632585671196773,0.5891014876364986,0.7490593412576434,0.524906565459565,-0.03448349354088902,-0.18400283837469708,-0.9472080172949554,0.1884784344832338,-0.5805795448994625
IAG20200097,Enero-Abril 2023,Ingeniería Agroindustrial,2020,Irregular,-0.059149145741469455,-0.5748693187459426,-2.4551095973102326,-1.3889712774119904,-0.6156720057515821,0.6687239901809088,0.8136280187269518,-0.08340115823511773,-0.43872560204830824,-0.4382669932591013,-0.4859772077733961,-0.7145492963560708,0.03187220175515672
IAG20200097,Mayo-Agosto 2023,Ingeniería Agroindustrial,2020,Irregular,-0.9518140956396561,0.4077304663582435,-2.3739801147604314,-1.3185911057014605,-0.7462112073214716,-1.1932587505554533,0.9108725918852542,0.15062999445903275,0.5817363788361103,1.5783447615348094,-0.06583863853862593,0.1882898439021351,-0.026955631670994615
IAG20200097,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2020,Irregular,-0.1942001755079637,-2.316621024429901,-2.6312047091445088,1.8468592209874155,-0.9424504339316426,0.15341828596259702,1.7230142526823466,-0.1863565776439229,0.11440240148850858,0.273446450797507,0.1108795709526883,-0.397396613453092,-0.7740772594669959
IAG20200097,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2020,Irregular,0.479677725487796,3.984417039188542,-2.6461515293244364,0.31530779651944874,-0.20887914965228135,0.7753459927628662,-0.26750988243511303,-1.6418291163456318,0.10303685488893949,0.2880433313666839,0.701093401043837,-0.514372645790048,1.1523069987913448
IAG20200098,Enero-Abril 2023,Ingeniería Agroindustrial,2020,Irregular,-0.24014174782836806,-0.8368191591374933,-2.2218984276134965,2.213142299402887,0.5833450808141312,1.2623590093057284,1.1896515382857347,-0.08712884745238042,0.14691850247293559,-0.9179735514784957,-0.09222987374416163,0.7338586272653114,0.06707878616688509
IAG20200098,Mayo-Agosto 2023,Ingeniería Agroindustrial,2020,Irregular,0.31575778039108676,-0.719725854402541,-2.1636631094625103,-1.997979557964795,0.5414460631681703,0.9918448943469361,0.7468116965793788,-0.4278537489967716,-0.6224221109554103,-1.0609378951052184,0.08521991477231285,-0.3954517515499301,0.5523872518205298
IAG20200098,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2020,Irregular,-0.44227856466201054,4.318996258577216,-2.033343636408133,0.3654854969980371,1.1966473121557863,1.4776868992928687,0.7154152306005988,-0.6951221456661647,-0.7202683260889485,-0.5823757578350158,1.3922375893380983,1.2129435943116673,0.0607946786225825
IAG20200124,Enero-Abril 2023,Ingeniería Agroindustrial,2020,Irregular,-0.2531199984217209,-0.6786356224104801,-2.406548470977644,-0.4290593821667568,-1.8649843340434173,-0.6291246320851112,0.20815716405487225,0.8546181020450991,-0.43896012589205535,0.9885158505501653,1.0372000593497799,0.19387001380016186,-0.0683086876195228
IAG20200124,Mayo-Agosto 2023,Ingeniería Agroindustrial,2020,Irregular,3.609330723416845,-1.6550604940863016,-1.9418606568364831,-1.8563409099010733,-0.42702909597400474,1.3542832836878866,-0.004985906299093776,-0.3191160077535146,0.4217407929043145,-1.680622351976111,-1.419993538296029,-0.3600877445875055,-1.5947762323184544
IAG20200124,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2020,Irregular,2.8583026832404386,2.3128178395140773,-1.2511770120596502,-0.7191167384497571,2.595160534583918,0.6770232497167874,0.6912077392041053,0.17344514290977395,0.04690995942800363,-0.09340037006490885,0.6059408439832418,0.8025462170464481,1.2741351898404996
IAG20200127,Mayo-Agosto 2023,Ingeniería Agroindustrial,2020,Irregular,-0.7478701786577132,3.15197799494349,-1.856247105705804,1.1330346926366621,0.16856041622457352,0.21614166894568576,-0.3472777944899954,1.3021429904202881,-0.08059192599327247,-0.4845159988029568,0.07042656654550672,1.5790659323836662,0.41044501026638563
IAG20200127,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2020,Irregular,0.23224427611637116,4.091177592073273,-2.2438709659134584,0.9131883608761814,-0.15655960807519662,0.9312177346013943,-0.9861511433711796,-0.8887865590760077,-0.6385141515134144,0.03188312087484928,0.9936418076926464,0.5218140863033942,0.6845641654506296
IAG20200157,Enero-Abril 2023,Ingeniería Agroindustrial,2020,Regular,-0.606314069051639,0.3234086219661531,-0.516302240951587,-0.6521082548634695,-0.4851456442118291,0.3732661986599084,0.8380373913873662,-0.08854860466690628,-0.6744587419109512,0.2560244914747976,0.5094370792916592,0.21042080879012265,-0.3722249939663978
IAG20200157,Mayo-Agosto 2023,Ingeniería Agroindustrial,2020,Regular,-0.015884200711641667,-0.2980195802622616,-0.5558435411834665,-1.5608256271508594,-0.9137058097132525,-0.09350904497625208,0.03700514508684938,-1.375623824660171,1.4247804024912616,-0.11937439075145401,0.4087136845696927,-0.09208753836466549,-0.2403244901915568
IAG20200157,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2020,Irregular,-0.14716778588513765,-3.707515560206374,-2.033634114262961,0.36292558767748845,0.7401826272767306,1.050491148324952,1.0890154114715638,-0.08794032342482916,-0.05929120159682462,0.2816904023398904,0.6511523719318008,0.433039905320354,-0.46033857599442285
IAG20200157,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2020,Regular,0.017865795254581127,0.4235215998151472,-0.5716798424893695,-1.7387063760569839,-0.4831759862298159,-0.21264744103723643,0.15790881844611002,-2.2503750581089697,0.9547809372190833,0.5093878148139098,0.8044220390106231,-0.30422514908113907,0.06006435711970341
IAG20200167,Enero-Abril 2023,Ingeniería Agroindustrial,2020,Irregular,-1.1759084042182946,1.7528255576017802,-3.432075951659433,-0.18750069809369715,0.7842978076491983,0.12245330482375294,-1.2448436120474042,0.8980315674156522,-1.1768962014830182,0.4588348963450224,-0.17254508950497288,0.13176792623230035,0.40290484812077787
IAG20200171,Enero-Abril 2023,Ingeniería Agroindustrial,2020,Regular,-0.6124107360056096,-0.6072465388942524,-0.3056783165691901,-1.2484538151928348,-0.6862424154322219,-0.31411955712904827,0.09937739976264731,-0.19878831813705053,0.9652042456244562,0.08967381904044065,0.6408809157114501,0.5102339913969843,-0.20626135819672783
IAG20200171,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2020,Irregular,0.135025719232787,-0.404074100151297,-2.1354368020232983,-0.31806868762147206,-1.7035697980835591,-0.8368440723771662,0.28280966452096645,0.38274624606837704,0.07788462973157248,-0.4179095102797047,0.00441898685479434,-0.6771764468687281,0.17213138897737945
IAG20200171,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2020,Irregular,6.92676436752894,0.5902418037484517,0.21043584678783003,-0.9768312483803804,1.6466025713510644,1.720781267913917,-0.5137191355490687,0.9686746457504413,2.061267315182689,0.45949929825247304,0.6892626867519506,-2.23475371231605,-0.589635239585787
IAG20200194,Enero-Abril 2023,Ingeniería Agroindustrial,2020,Irregular,-1.0655596779179992,-0.6854304540951781,-2.4020481487186136,-2.497216046797849,1.8825799718800258,-0.3195549490730116,1.318903779896473,0.9525937271296465,-1.1215936281263028,0.23883946016232477,-0.9593986018549611,-0.19660247581307827,0.7907524840839012
IAG20200194,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2020,Irregular,-0.2656018954179296,-1.0997838922713628,-2.4035475244381446,-1.0903684055015554,-0.7714091286493814,-0.20939129989414498,-0.26315707600967464,0.836681519465979,-0.5231874779005558,0.781022087240617,1.1319233206574257,0.2301435526684066,0.003085240963125146
IAG20200194,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2020,Irregular,-1.649650591053529,0.8774966136930948,-2.359690761154258,-1.5126720304548305,-0.23786954291585807,-1.1284161579375964,1.0103641941885941,0.48737202127786117,1.863353296637252,0.651950642691229,-1.6300755998481442,-0.00891408888170541,0.12357866747699808
IAG20200249,Mayo-Agosto 2023,Ingeniería Agroindustrial,2020,Irregular,4.8621586022253975,-1.54416026202052,-1.1870602951437026,-0.9151121968336505,-1.546682915496905,-1.1422790384564798,-0.02729253771376416,0.3953805479633511,1.4315417615300896,-0.9616708445040257,0.3769997966971946,1.7364834828317792,0.33355114615132747
IAG20200249,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2020,Irregular,0.008830016630573593,-3.2508872498082293,-2.56035688415355,2.47148376039936,0.6656511432514919,0.9221282625598355,1.3252070887151817,-0.5566964030936152,-0.5235854186116303,1.0760166177181893,0.7436312376321234,0.3172181577379207,-0.31591294968417516
IAG20200267,Enero-Abril 2023,Ingeniería Agroindustrial,2020,Irregular,-1.10982975519215,-2.298566892712758,-1.8854233719022806,0.6465067995999868,0.40173197139846306,0.8675380798800522,1.5968271071213127,-0.18414055034201784,1.6618338441452631,0.281622295692424,-0.6267884558573906,0.6509868436238123,-1.1004480035384088
IAG20200267,Mayo-Agosto 2023,Ingeniería Agroindustrial,2020,Irregular,0.46005921324998494,-0.8986146865486396,-2.1478618423164373,-2.213994496560181,-0.020164660826955016,0.7625901185931685,-0.5832849518291042,-1.0994578878230867,0.02660095763494321,0.5657971163455269,0.9186669855821242,-0.037633540410812134,0.5694033672837077
IAG20200267,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2020,Irregular,-0.8607868526848721,-2.901442054068589,-2.3693156209042794,0.44937352167261135,1.4077697032775762,1.210566412218259,0.5797151514013444,0.04284481096797971,-0.14209296919019232,0.4985305827457091,0.26192963255319474,0.35940469600288066,-0.7254241621901203
IAG20200290,Enero-Abril 2023,Ingeniería Agroindustrial,2020,Irregular,2.3648317475758853,1.3041585100698239,-0.9142289996323415,0.6671885956994903,-0.10903343723812914,1.0937957361824657,1.691650687954333,2.1765520003213346,0.7459628621891824,-0.6282032079868324,0.8606333855406229,-1.049628329571829,-0.674823529784323
IAG20200290,Mayo-Agosto 2023,Ingeniería Agroindustrial,2020,Irregular,7.561310739252977,1.7230083721337814,0.6574250991680938,0.7324738568765907,-0.12107657369588685,0.07833577547749992,-0.349116868660798,1.9035962076847914,2.112049805069283,1.7001094554617755,0.8611216693359187,-0.05597459026131959,-0.09884864897097183
IAG20200369,Enero-Abril 2023,Ingeniería Agroindustrial,2020,Irregular,-0.778810820566257,0.2648678105963974,-2.2086640530443726,-0.8990886371840836,-1.005699226273693,-0.46120704773060706,0.36932057931400153,0.9657584282850742,0.2278563749558254,1.5103251184345943,-0.5408807179041942,0.473404013021706,0.7444799395927895
IAG20200369,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2020,Irregular,-0.6399529726579809,-1.6504437081904582,-2.4436004695973685,-2.027625307014209,0.3525136958363651,0.11807281908618746,-0.516408278574584,1.0516977430377437,0.6481544469481743,-0.45423129016601715,-0.29840788536212226,0.19242313114901718,0.02790356177204443
IAG20200369,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2020,Irregular,-0.736906720144749,4.598749079337657,-2.3198754900582466,1.3020472411759538,-0.6110769058021953,1.3555030649563882,0.7646873845150695,0.206296678339505,0.4187362807032218,0.7519338869641041,1.1447128074393227,-0.4720073004148533,-1.0160633743544938
IAG20200376,Enero-Abril 2023,Ingeniería Agroindustrial,2020,Irregular,2.9773517958548603,2.1295260526357254,-1.5975302200292791,0.4720607277410072,0.33850130257934785,0.9789281589437777,0.7681195174052553,1.8804894264081633,0.6259052341212137,-0.030191231023707483,0.022971823810087538,0.20620813475283692,-1.9090136287149106
IAG20200376,Mayo-Agosto 2023,Ingeniería Agroindustrial,2020,Irregular,1.3277869246060643,-0.1380364383880374,-1.8149556092178607,-2.2344286032416267,0.3978338371023403,1.4303061324409179,0.6188304176091204,-1.8998236486931632,-0.732201260624041,-0.2029983190714566,0.48625662427806543,-0.5020999589089664,0.30440129575042546
IAG20200376,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2020,Irregular,0.39735985565521603,-0.3519225146638574,-2.946324162801435,-0.2506156451770349,-1.826091848020995,-1.4954816611352617,-0.5694324492825462,0.35141782063124166,0.7242191649176677,-0.5121650848670428,0.4946382648613354,-0.15342419926747444,0.842316377380188
IAG20210043,Enero-Abril 2023,Ingeniería Agroindustrial,2021,Regular,-2.0068683469904247,-0.8871783864094109,-0.219404064614449,-2.1289700392566204,1.5579794212039122,-0.45147325773332764,1.0535992672925514,0.7653517389531054,-0.6246730439414552,-0.24513053824801787,-0.32425819642360526,0.09916247552535189,0.3706052818434408
IAG20210043,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2021,Regular,-1.3028825570902516,-1.8799204461686305,-0.9948362323872634,3.641895943597353,0.1034899893450878,-0.32231708652478025,0.19922279269460458,-0.7310976298610308,0.39365614212150557,0.7221759152530781,0.5739333441408845,0.4552210297922994,0.3548709504672042
IAG20210061,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2021,Regular,-1.2983172865615247,-0.6625316766872879,-1.3475835015474564,2.647697200187216,0.10177945468762747,0.5064026549734619,0.3088239981103057,-0.42214615172166714,-1.3411777798095086,0.6193329957557901,-0.2592471362078356,-0.6979002108556428,0.3570038039671334
IAG20210083,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2021,Irregular,13.3883641035653,2.0730683284721745,-0.8541152886272818,2.237641918272786,0.8085421245415737,0.20812796242459947,0.4034393064721663,3.8023580895364333,1.0850095258645016,-0.2891899896374999,0.8110125929550072,-1.4199037089050661,1.0016358614552248
IAG20210108,Mayo-Agosto 2023,Ingeniería Agroindustrial,2021,Regular,-0.8959954434074925,-1.1629191914305983,-0.3955119784331222,-0.7577435805985192,-0.8845517705700967,-0.572478023764723,-0.15196972995787364,0.5291932320633015,-0.05868792870568851,0.23781024903390502,1.8898203043250106,0.759389511832124,-0.5465775796278574
IAG20210108,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2021,Regular,-1.0992917485157654,1.8450090933589423,0.35625310512983294,-0.018635015916493088,0.6261351813963694,0.385076574990206,0.8367159880916835,0.06914795209643161,-0.5149844441732983,-0.523376332849686,1.0835987283376012,1.306068602421264,-0.6442046445302071
IAG20210133,Enero-Abril 2023,Ingeniería Agroindustrial,2021,Regular,-1.1927367207833306,0.44019960822795806,-0.8777718879758294,-0.07958187901546099,-1.2998800834146982,-0.01586358464007644,0.4812204549816762,-0.450030705426927,-1.2573834986294599,0.14630002986732857,0.7571188245459386,-1.1095209948096478,-0.3922563222727375
IAG20210133,Mayo-Agosto 2023,Ingeniería Agroindustrial,2021,Regular,-2.6505180849114574,0.32429369629812954,-0.7975218604411765,-1.9235801216810833,1.5389709243468046,-2.570040415891475,1.0475640401830897,0.355495130423719,0.2973034271132208,0.6307370297829904,-0.3710795671469247,-0.05460289317558584,0.4152149434779766
IAG20210133,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2021,Regular,-1.1797954660943917,-3.9770790282805835,-0.4979403438439597,1.8986701289037917,1.5323171257639736,0.13977345241985462,0.11744193800861227,-0.47259152763418627,1.7609118511499697,-0.5162299501388825,0.2827414575156313,0.8411510228850422,0.04630727280448908
IAG20210138,Enero-Abril 2023,Ingeniería Agroindustrial,2021,Regular,-1.0883508509935689,-0.32829141190500166,-0.4315299253294502,-1.1167664333113432,-0.6328816487328388,0.6543115715506964,0.253444932207005,-0.4141478283661655,-0.6945255327340918,-0.17852771216891625,-0.04779669720864349,-0.5555983905365667,0.2742986120947997
IAG20210138,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2021,Regular,-1.5658560828154844,0.0080004711294635,-0.4000168912803592,-0.19818099446580617,-0.5526292499084947,0.5258805646780974,0.1944600807008192,0.9510061201317758,-0.872106057906953,-0.09620826770843266,0.7357110885407991,-0.398355704115087,-0.26888782072655687
IAG20210176,Enero-Abril 2023,Ingeniería Agroindustrial,2021,Irregular,0.9202566010587008,-3.4374005031875767,-0.45360942113189456,0.5697870339520125,0.9030690942380857,-0.34329355027794684,0.42631326190041785,-1.329823756706678,-0.08846061112691707,0.9067825510439605,1.4468072350720995,0.33386059107517807,0.19201227601808957
IAG20210176,Mayo-Agosto 2023,Ingeniería Agroindustrial,2021,Irregular,-0.9480547599580305,0.31610421936724403,0.33530911932926494,-0.8934299184456567,-0.020312196976455723,-2.9889323821897205,2.415498678850276,0.23035239297047116,0.2913674044356671,0.30917348733396416,0.29642332739880695,0.32281736710005215,0.9134257268419856
IAG20210176,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2021,Irregular,2.6035576515742287,-2.1040188549248238,0.012748355636616237,2.8018462404132616,-1.0967389864513957,0.7696707129899568,2.2785203576870687,-0.05077888383706811,0.1615473035922407,-0.840173660880627,-0.12241408601493883,0.830798406615633,0.13108012065745958
IAG20210176,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2021,Irregular,9.0081636150274,2.235684243351398,0.6226008320062618,0.5816293692470652,-0.37354606220413045,0.8747072688725788,0.48995281607313484,-0.650742818923239,0.3158334402945563,1.094236405974429,-0.695553141184864,0.0697831264830198,-0.34378278386269334
IAG20210196,Enero-Abril 2023,Ingeniería Agroindustrial,2021,Regular,-1.2920171921804429,-1.4345872659904995,0.38067571730793104,-2.0941631524870696,1.345666930959438,-1.1902603163858696,2.048104890710902,0.47181746213639125,0.18469361997376696,-1.1877165705477537,0.4309779054279878,0.2776378892656573,-0.8130093699591385
IAG20210196,Mayo-Agosto 2023,Ingeniería Agroindustrial,2021,Regular,-1.845824416573214,0.6557682652851682,0.041812830759054426,-1.0586474759848403,-0.003517220374633912,-1.7189323292319827,2.5864032673113195,-0.12116491601552781,0.5791738295972139,-0.37999978834311626,-0.9411257630949088,-0.5005185258972987,-0.480803480755072
IAG20210196,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2021,Irregular,2.6693331239768043,-1.0645379775378214,0.11274921972603777,0.19485670397240942,-2.3211940830411772,-0.3387364549848639,1.1165400955182172,1.0138245457872475,0.37684734441797574,-0.7983073263936876,-0.021363326693077424,0.9017381233188781,0.850810814795712
IAG20210196,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2021,Regular,-0.5878992272892056,2.9932749147383375,0.06953814150520368,-0.5077354276327046,1.19364009141069,-0.7099858212449257,0.07831911165708658,-2.0977175231880807,0.8582323502230057,-0.902451027675455,0.2847029308163544,-0.6193633622205885,0.12136624838356184
IAG20210215,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2021,Irregular,2.453101904382875,-3.011140954597494,-0.8253408425817087,3.1417030549297293,0.7402343884733859,0.3460658274151745,0.5627921856313252,-0.5000019920720861,-0.3009216196329749,1.0230964789721304,0.7414756074366464,1.114942987211768,0.5718977168693166
IAG20210238,Enero-Abril 2023,Ingeniería Agroindustrial,2021,Regular,-2.0190853563221127,0.22214246850470823,-1.3366772691420894,1.7060474563073176,2.2915297823168648,-1.4209856603099602,0.5814626199070588,-0.42770406510815784,0.23013925075287117,-0.14172388600707084,-0.7860883864291893,0.2370694654555104,1.1863532734241176
IAG20210238,Mayo-Agosto 2023,Ingeniería Agroindustrial,2021,Regular,-0.9397315324789334,-0.3639898112851514,-0.1730972201540739,-2.138563917100203,0.0976529857794816,1.0739343514915636,-1.3967137406873906,-1.2667946988683214,0.5606412057757817,0.7542026508608375,0.5860945673349286,0.2511384896820336,0.5666485966086224
IAG20210238,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2021,Regular,-0.7813243146996852,-1.4452194460741632,-0.7709550070389338,-1.2715814847763252,0.06796309373498148,-0.2087418722773813,-0.8111421680612271,-0.12992783020682983,0.22461366796831828,-2.0629321765239266,0.5895024309848648,-0.47338589460453795,0.3050237618228346
IAG20210238,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2021,Regular,-0.8586362815711015,3.5349876620944234,-0.5772664619084152,0.18291788352296895,-0.9346793579426715,0.7173470062979306,-0.9400988097332394,-2.349100145531843,-0.06154350022934191,1.1132350334554577,1.2628012708914411,0.4618969082214031,0.5670290629993837
IAG20210315,Enero-Abril 2023,Ingeniería Agroindustrial,2021,Irregular,-1.0337963886041017,-0.44675988149903423,-0.9482189566721994,-0.4590809017847222,-1.536518697797647,0.4674234122857329,1.1573560552366937,1.8059413265306927,0.5536477514977148,-0.16248331446602468,-1.095013875436309,0.5631323927240822,-0.35163396755110776
IAG20210315,Mayo-Agosto 2023,Ingeniería Agroindustrial,2021,Irregular,-0.5596055317948498,0.7645498077378752,-1.8246247497373194,-0.27532650899106786,-1.1699936647111095,-0.305010231191821,-0.22744928732710368,-0.062455922666777186,0.1430454655720108,0.18395887607229658,0.11999651020681862,-0.029474456571855375,0.07042964937361655
IAG20210315,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2021,Irregular,-0.8166773667794656,-0.5678817310930714,-1.7060187260779809,-2.5935699950798865,1.0663673907894817,0.24520576513443756,0.7074622121062886,-0.8557344356234411,-0.38102924879543765,-0.20191744700344863,-0.5922081069253183,-1.132955050180588,0.048720796400047624
IAG20210316,Enero-Abril 2023,Ingeniería Agroindustrial,2021,Regular,-2.048988383061866,-0.4451548460419451,-0.1872113305390623,-1.407101940000222,-0.07756619197564896,-0.9564434620581046,0.23693074541789344,0.378828329793914,1.3425296673445142,-0.35970098230879294,0.09953734250550493,0.32617730646178134,-0.11753877088885654
IAG20210316,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2021,Regular,-1.3643460674703582,-0.4235284524297667,0.014909033636756858,-0.7607044576925862,0.2731465813391028,0.24651951420646045,-0.6422598136454217,0.8498485861078711,0.6269503530296255,-1.4737334113829756,0.46881637512936797,1.226839207834723,0.5405728314197918
IAG20210339,Mayo-Agosto 2023,Ingeniería Agroindustrial,2021,Irregular,8.049639112568556,-1.6654440495501424,0.8330864588033426,-0.6495157039648061,-1.8162570825608448,2.7302814297007183,-1.2670044130342224,-0.8905153582655455,0.2944426014916056,-1.096535251320831,-0.3540936912419117,1.4968534081425229,0.46166074196402745
IAG20210339,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2021,Regular,-0.6550839025125301,-2.2452668121822947,-0.10130254313517768,1.8388895338740046,0.22585388713472868,0.5232065200277055,0.6453797930289435,-0.8019150462941183,-0.6376445974518448,-0.3748236702929957,0.18800760782705775,-0.39601881101078135,0.08554309730043307
IAG20210339,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2021,Irregular,8.279054181982438,1.3325271158705208,2.014970744870654,-0.1815380208664293,1.905576519204144,-0.5334073853822938,2.5463759882446206,-0.14564951553638228,-1.6022418529457427,0.8076087843846786,-0.6492861170939014,0.6651688989007958,-1.0847768577424044
