id_estudiante,id_periodo,programa,cohorte,promedio_general,promedio_periodo,materias_aprobadas,materias_reprobadas,materias_en_curso,creditos_acumulados,porcentaje_avance,porcentaje_asistencia,faltas,retardos,num_tutorias,num_asesorias,num_incidencias,num_permisos,recursamientos,rezago_materias,estatus_academico,creditos_inscritos_periodo,creditos_aprobados_periodo,creditos_totales_plan,periodos_cursados,periodos_sin_inscripcion,materias_reprobadas_periodo,materias_reprobadas_acumuladas,materias_en_curso_periodo,tendencia_promedio,varianza_calificaciones,tutorias_abiertas,tutorias_cerradas,compromisos_pendientes,compromisos_cumplidos,permisos_aprobados,permisos_rechazados,bandera_dato_incompleto,student_profile_id,program_id,sexo
IAG20200051,2022-2,Ingeniería Agroindustrial,2020,73.6,73.6,1,0,0,6.0,2.17,66.03,9,3,2,0,0,3,0,3,Irregular,6.0,6.0,276,2,6,0,0,0,0.0,9.57,1,1,1,1,2,1,0,ecdaa64d-f09b-44b2-a012-1576055ac516,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200051,2023-1,Ingeniería Agroindustrial,2020,74.15,74.7,2,0,0,10.0,3.62,62.57,10,1,3,2,0,3,0,3,Irregular,4.0,4.0,276,3,7,0,0,0,1.1,4.97,1,2,1,2,2,1,0,ecdaa64d-f09b-44b2-a012-1576055ac516,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200051,2023-2,Ingeniería Agroindustrial,2020,71.05,67.95,2,2,0,10.0,3.62,47.74,17,3,4,2,2,6,0,5,Irregular,12.0,0.0,276,4,7,2,2,0,-6.2,1.1,3,1,3,1,4,2,0,ecdaa64d-f09b-44b2-a012-1576055ac516,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200051,2024-2,Ingeniería Agroindustrial,2020,74.28,87.2,3,2,0,16.0,5.8,68.45,10,2,2,0,0,1,0,6,Irregular,6.0,6.0,276,5,8,0,2,0,16.15,8.84,2,0,2,0,1,0,0,ecdaa64d-f09b-44b2-a012-1576055ac516,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200084,2022-1,Ingeniería Agroindustrial,2020,88.7,88.7,1,0,1,6.0,2.17,73.43,9,1,2,1,0,4,0,3,Irregular,12.0,6.0,276,1,6,0,0,1,0.0,3.45,1,1,1,1,3,1,1,b85a78b0-9c27-4ab4-987c-cbbc6045789f,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200084,2022-2,Ingeniería Agroindustrial,2020,79.17,74.4,2,1,0,12.0,4.35,55.46,14,3,2,1,2,4,0,4,Irregular,10.0,6.0,276,2,6,1,1,0,-14.3,68.89,2,0,3,0,2,2,0,b85a78b0-9c27-4ab4-987c-cbbc6045789f,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200095,2022-1,Ingeniería Agroindustrial,2020,89.7,89.7,1,0,2,6.0,2.17,71.21,9,3,2,1,0,4,0,3,Irregular,18.0,6.0,276,1,6,0,0,2,0.0,6.11,1,1,1,1,3,1,1,47d60574-8899-4c20-9ee7-8fb1fd345d95,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200095,2023-2,Ingeniería Agroindustrial,2020,89.8,89.85,3,0,0,17.0,6.16,69.72,12,3,3,1,0,4,0,4,Irregular,11.0,11.0,276,2,8,0,0,0,0.15,2.72,1,2,1,2,3,1,0,47d60574-8899-4c20-9ee7-8fb1fd345d95,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200095,2024-1,Ingeniería Agroindustrial,2020,90.17,91.3,4,0,0,23.0,8.33,69.99,8,3,1,0,0,2,0,4,Irregular,6.0,6.0,276,3,8,0,0,0,1.5,3.82,1,0,1,0,2,0,0,47d60574-8899-4c20-9ee7-8fb1fd345d95,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200097,2022-1,Ingeniería Agroindustrial,2020,70.0,,0,0,1,0.0,0.0,66.46,10,2,3,0,0,1,0,3,Irregular,6.0,0.0,276,1,6,0,0,1,,8.03,1,2,1,2,1,0,1,32392348-8712-4991-a96d-7d8ede64d6fd,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200097,2022-2,Ingeniería Agroindustrial,2020,80.6,80.6,1,0,0,6.0,2.17,67.06,11,2,3,2,0,1,0,3,Irregular,6.0,6.0,276,2,6,0,0,0,0.0,9.57,1,2,1,2,1,0,0,32392348-8712-4991-a96d-7d8ede64d6fd,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200097,2023-1,Ingeniería Agroindustrial,2020,84.1,87.6,2,0,0,10.0,3.62,73.38,7,1,2,1,0,2,0,3,Irregular,4.0,4.0,276,3,7,0,0,0,7.0,9.29,1,1,1,1,2,0,0,32392348-8712-4991-a96d-7d8ede64d6fd,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200097,2023-2,Ingeniería Agroindustrial,2020,81.5,76.3,3,0,0,16.0,5.8,69.38,11,2,2,1,0,1,0,3,Irregular,6.0,6.0,276,4,7,0,0,0,-7.8,5.28,1,1,1,1,1,0,0,32392348-8712-4991-a96d-7d8ede64d6fd,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200097,2024-1,Ingeniería Agroindustrial,2020,81.38,81.2,5,0,0,27.0,9.78,67.46,10,0,2,0,0,2,0,4,Irregular,11.0,11.0,276,5,8,0,0,0,-0.3,90.25,1,1,1,2,2,0,0,32392348-8712-4991-a96d-7d8ede64d6fd,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200097,2024-2,Ingeniería Agroindustrial,2020,80.92,78.6,6,0,0,33.0,11.96,62.49,13,3,1,0,0,3,0,4,Irregular,6.0,6.0,276,6,8,0,0,0,-2.78,4.54,1,0,1,0,3,0,0,32392348-8712-4991-a96d-7d8ede64d6fd,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200098,2022-2,Ingeniería Agroindustrial,2020,74.8,74.8,2,0,1,11.0,3.99,71.36,11,0,3,2,0,2,0,3,Irregular,18.0,11.0,276,1,7,0,0,1,0.0,5.76,1,2,1,2,2,0,1,d858e21b-e708-4a28-a129-cb3c187dbec6,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200098,2023-1,Ingeniería Agroindustrial,2020,75.97,78.3,3,0,0,18.0,6.52,61.76,12,2,1,0,0,4,0,4,Irregular,7.0,7.0,276,2,8,0,0,0,3.5,3.36,1,0,1,0,3,1,0,d858e21b-e708-4a28-a129-cb3c187dbec6,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200098,2023-2,Ingeniería Agroindustrial,2020,76.16,76.45,5,0,0,32.0,11.59,65.47,12,2,2,0,0,2,0,4,Irregular,14.0,14.0,276,3,8,0,0,0,0.48,8.12,1,1,1,2,2,0,0,d858e21b-e708-4a28-a129-cb3c187dbec6,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200098,2024-1,Ingeniería Agroindustrial,2020,77.7,80.27,8,0,0,46.0,16.67,69.13,12,1,3,0,0,2,0,4,Irregular,14.0,14.0,276,4,8,0,0,0,4.11,35.31,1,2,1,3,2,0,0,d858e21b-e708-4a28-a129-cb3c187dbec6,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200124,2022-2,Ingeniería Agroindustrial,2020,77.1,77.1,1,0,0,4.0,1.45,67.56,10,1,2,1,0,3,0,3,Irregular,4.0,4.0,276,1,7,0,0,0,0.0,8.06,1,1,1,1,3,0,0,972b9723-2033-4cf8-b4d9-80ef07223c87,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200124,2023-1,Ingeniería Agroindustrial,2020,72.35,67.6,1,1,0,4.0,1.45,48.62,17,2,3,1,2,4,0,5,Irregular,5.0,0.0,276,2,8,1,1,0,-9.5,2.82,2,1,3,1,2,2,0,972b9723-2033-4cf8-b4d9-80ef07223c87,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200124,2024-2,Ingeniería Agroindustrial,2020,71.45,70.55,2,2,0,11.0,3.99,53.02,16,3,3,3,2,3,0,6,Irregular,14.0,7.0,276,3,8,1,2,0,-1.8,11.22,2,1,3,1,2,1,0,972b9723-2033-4cf8-b4d9-80ef07223c87,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200124,2025-1,Ingeniería Agroindustrial,2020,76.33,86.1,4,2,0,23.0,8.33,59.97,14,3,4,2,1,1,0,6,Irregular,12.0,12.0,276,4,8,0,2,0,14.65,19.36,2,2,2,2,1,0,0,972b9723-2033-4cf8-b4d9-80ef07223c87,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200127,2023-1,Ingeniería Agroindustrial,2020,85.33,85.33,4,0,0,25.0,9.06,68.35,9,3,3,0,0,3,0,4,Irregular,25.0,25.0,276,1,8,0,0,0,0.0,9.49,1,2,1,3,2,1,0,20f288e8-66e7-41cc-9c11-890fadf3e3cd,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200127,2024-1,Ingeniería Agroindustrial,2020,84.88,84.0,6,0,0,35.0,12.68,65.2,11,3,2,0,0,3,0,4,Irregular,10.0,10.0,276,2,8,0,0,0,-1.33,10.89,1,1,1,2,3,0,0,20f288e8-66e7-41cc-9c11-890fadf3e3cd,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200127,2024-2,Ingeniería Agroindustrial,2020,81.66,75.2,9,0,0,49.0,17.75,65.94,12,3,3,1,0,3,0,4,Irregular,14.0,14.0,276,3,8,0,0,0,-9.68,1.82,1,2,1,3,2,1,0,20f288e8-66e7-41cc-9c11-890fadf3e3cd,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200157,2022-1,Ingeniería Agroindustrial,2020,70.0,,0,0,1,0.0,0.0,62.38,11,2,3,2,0,3,0,3,Irregular,4.0,0.0,276,1,6,0,0,1,,3.19,1,2,1,2,3,0,1,09514291-4a84-4c1f-b409-a898d9413af2,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200157,2022-2,Ingeniería Agroindustrial,2020,77.3,77.3,2,0,0,10.0,3.62,66.14,11,1,3,2,0,2,0,3,Irregular,10.0,10.0,276,2,6,0,0,0,0.0,7.29,1,2,1,2,2,0,0,09514291-4a84-4c1f-b409-a898d9413af2,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200157,2023-1,Ingeniería Agroindustrial,2020,75.5,71.9,3,0,0,14.0,5.07,67.97,10,3,3,2,0,1,0,3,Irregular,4.0,4.0,276,3,7,0,0,0,-5.4,2.86,1,2,1,2,1,0,0,09514291-4a84-4c1f-b409-a898d9413af2,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200157,2023-2,Ingeniería Agroindustrial,2020,74.75,72.5,4,0,0,20.0,7.25,71.7,8,1,3,1,0,1,0,3,Irregular,6.0,6.0,276,4,7,0,0,0,-3.0,8.49,1,2,1,2,1,0,0,09514291-4a84-4c1f-b409-a898d9413af2,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200167,2022-2,Ingeniería Agroindustrial,2020,95.03,95.03,3,0,0,19.0,6.88,71.42,9,1,3,2,0,2,0,3,Irregular,19.0,19.0,276,1,7,0,0,0,0.0,3.1,1,2,1,3,1,1,0,18b3ec37-23f8-4657-ad00-c26b5ef09bcd,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200171,2022-1,Ingeniería Agroindustrial,2020,76.8,76.8,1,0,0,5.0,1.81,65.53,12,1,3,2,0,3,0,3,Irregular,5.0,5.0,276,1,6,0,0,0,0.0,3.48,1,2,1,2,2,1,0,93467f75-01db-41e6-878c-3c9a13d4fcd8,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200171,2022-2,Ingeniería Agroindustrial,2020,75.7,74.6,2,0,0,10.0,3.62,65.33,11,3,2,2,0,3,0,3,Irregular,5.0,5.0,276,2,6,0,0,0,-2.2,6.75,1,1,1,1,3,0,0,93467f75-01db-41e6-878c-3c9a13d4fcd8,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200171,2023-2,Ingeniería Agroindustrial,2020,68.97,55.5,2,1,0,10.0,3.62,45.37,17,4,3,4,2,4,0,5,Irregular,5.0,0.0,276,3,8,1,1,0,-20.2,8.17,3,0,3,0,2,2,0,93467f75-01db-41e6-878c-3c9a13d4fcd8,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200171,2024-2,Ingeniería Agroindustrial,2020,73.57,87.4,3,1,0,14.0,5.07,65.47,12,1,1,0,0,2,0,5,Irregular,4.0,4.0,276,4,8,0,1,0,18.43,7.8,1,0,1,0,1,1,0,93467f75-01db-41e6-878c-3c9a13d4fcd8,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200171,2025-1,Ingeniería Agroindustrial,2020,69.1,51.2,3,2,0,14.0,5.07,46.89,18,3,4,4,2,5,0,6,Irregular,5.0,0.0,276,5,8,1,2,0,-22.37,4.93,3,1,3,1,4,1,0,93467f75-01db-41e6-878c-3c9a13d4fcd8,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200194,2022-1,Ingeniería Agroindustrial,2020,79.2,79.2,1,0,0,5.0,1.81,67.78,12,2,2,1,0,1,0,3,Irregular,5.0,5.0,276,1,6,0,0,0,0.0,4.45,1,1,1,1,1,0,0,8baacdd9-f018-4a5c-b39c-b11f453e8826,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200194,2022-2,Ingeniería Agroindustrial,2020,87.85,96.5,2,0,0,11.0,3.99,75.8,7,2,2,1,0,2,0,3,Irregular,6.0,6.0,276,2,6,0,0,0,17.3,6.26,1,1,1,1,2,0,0,8baacdd9-f018-4a5c-b39c-b11f453e8826,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20200194,2023-2,Ingeniería Agroindustrial,2020,90.33,95.3,3,0,0,15.0,5.43,72.98,10,2,2,1,0,2,0,4,Irregular,4.0,4.0,276,3,8,0,0,0,7.45,5.96,1,1,1,1,1,1,0,8baacdd9-f018-4a5c-b39c-b11f453e8826,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210043,2022-1,Ingeniería Agroindustrial,2021,74.2,74.2,1,0,2,6.0,2.17,73.61,7,3,1,0,0,1,0,1,Regular,15.0,6.0,276,1,3,0,0,2,0.0,2.26,0,1,0,1,0,1,1,d7e80ea5-4187-473b-9cf0-a5e038ab9fb5,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210043,2022-2,Ingeniería Agroindustrial,2021,81.95,89.7,2,0,0,12.0,4.35,84.97,4,1,2,0,0,3,0,1,Regular,6.0,6.0,276,2,3,0,0,0,15.5,2.09,0,2,0,2,2,1,0,d7e80ea5-4187-473b-9cf0-a5e038ab9fb5,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210061,2022-1,Ingeniería Agroindustrial,2021,81.65,81.65,2,0,1,10.0,3.62,73.87,10,3,2,2,0,3,0,1,Regular,16.0,10.0,276,1,3,0,0,1,0.0,11.9,0,2,0,2,3,0,1,258f01d8-94d3-4287-9697-7abc84993c8f,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210083,2023-2,Ingeniería Agroindustrial,2021,54.15,54.15,0,2,0,0.0,0.0,47.0,15,2,5,5,2,3,0,5,Irregular,11.0,0.0,276,1,7,2,2,0,0.0,54.02,4,1,4,1,2,1,0,0bef0426-fff0-4960-be82-22a8d96a6daf,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210083,2024-1,Ingeniería Agroindustrial,2021,60.67,73.7,1,2,0,7.0,2.54,56.26,12,2,4,1,1,3,0,6,Irregular,7.0,7.0,276,2,8,0,2,0,19.55,8.7,2,2,2,2,3,0,0,0bef0426-fff0-4960-be82-22a8d96a6daf,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210083,2024-2,Ingeniería Agroindustrial,2021,59.85,57.4,1,3,0,7.0,2.54,47.85,16,4,4,4,2,4,0,7,Irregular,4.0,0.0,276,3,8,1,3,0,-3.27,8.24,3,1,3,1,2,2,0,0bef0426-fff0-4960-be82-22a8d96a6daf,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210083,2025-1,Ingeniería Agroindustrial,2021,51.82,19.7,1,4,0,7.0,2.54,30.56,22,4,6,8,2,5,0,8,Irregular,6.0,0.0,276,4,8,1,4,0,-40.15,6.89,5,1,5,1,3,2,0,0bef0426-fff0-4960-be82-22a8d96a6daf,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210108,2023-1,Ingeniería Agroindustrial,2021,71.7,71.7,1,0,0,6.0,2.17,69.85,11,2,2,0,0,3,0,3,Irregular,6.0,6.0,276,1,6,0,0,0,0.0,4.36,1,1,1,1,3,0,0,f1c38872-bc84-4dba-ba74-9472d128c3f8,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210108,2023-2,Ingeniería Agroindustrial,2021,73.3,74.1,3,0,0,18.0,6.52,67.05,11,1,1,1,0,3,0,3,Irregular,12.0,12.0,276,2,6,0,0,0,2.4,3.24,1,0,1,1,3,0,0,f1c38872-bc84-4dba-ba74-9472d128c3f8,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210108,2024-1,Ingeniería Agroindustrial,2021,74.93,79.8,4,0,0,25.0,9.06,71.49,9,3,3,1,0,1,0,3,Irregular,7.0,7.0,276,3,7,0,0,0,6.5,3.33,1,2,1,2,1,0,0,f1c38872-bc84-4dba-ba74-9472d128c3f8,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210133,2022-1,Ingeniería Agroindustrial,2021,70.0,,0,0,2,0.0,0.0,74.95,8,1,2,2,0,1,0,1,Regular,10.0,0.0,276,1,3,0,0,2,,6.55,0,2,0,2,1,0,1,f4362765-907e-49ed-b183-754533367389,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210133,2022-2,Ingeniería Agroindustrial,2021,76.35,76.35,2,0,0,10.0,3.62,73.57,7,0,2,2,0,1,0,1,Regular,10.0,10.0,276,2,3,0,0,0,0.0,14.82,0,2,0,2,1,0,0,f4362765-907e-49ed-b183-754533367389,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210133,2023-1,Ingeniería Agroindustrial,2021,83.83,98.8,3,0,0,16.0,5.8,79.29,6,0,0,2,0,1,0,2,Regular,6.0,6.0,276,3,4,0,0,0,22.45,9.62,0,0,0,0,1,0,0,f4362765-907e-49ed-b183-754533367389,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210138,2022-1,Ingeniería Agroindustrial,2021,79.1,79.1,2,0,0,10.0,3.62,82.83,4,2,2,1,0,1,0,1,Regular,10.0,10.0,276,1,3,0,0,0,0.0,37.21,0,2,0,2,1,0,0,0c309a68-33c3-4ecc-a088-8d6cab6296de,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210138,2022-2,Ingeniería Agroindustrial,2021,78.83,78.3,3,0,0,16.0,5.8,77.44,8,2,0,1,0,2,0,1,Regular,6.0,6.0,276,2,3,0,0,0,-0.8,7.24,0,0,0,0,2,0,0,0c309a68-33c3-4ecc-a088-8d6cab6296de,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210176,2022-1,Ingeniería Agroindustrial,2021,58.2,58.2,0,1,1,0.0,0.0,60.54,11,3,4,3,0,2,0,2,Irregular,13.0,0.0,276,1,3,1,1,1,0.0,3.89,2,2,2,2,1,1,1,690b24d7-b170-4cf6-9111-63403139648a,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210176,2022-2,Ingeniería Agroindustrial,2021,58.2,,0,1,1,0.0,0.0,68.97,11,0,3,3,0,3,0,2,Irregular,6.0,0.0,276,2,3,0,1,1,,4.54,1,2,1,2,2,1,1,690b24d7-b170-4cf6-9111-63403139648a,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210176,2023-1,Ingeniería Agroindustrial,2021,69.8,81.4,1,1,0,6.0,2.17,70.53,11,1,2,1,0,3,0,3,Irregular,6.0,6.0,276,3,4,0,1,0,23.2,7.9,1,1,1,1,3,0,0,690b24d7-b170-4cf6-9111-63403139648a,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210176,2023-2,Ingeniería Agroindustrial,2021,71.0,73.4,2,1,0,13.0,4.71,72.67,11,1,2,1,0,2,0,3,Irregular,7.0,7.0,276,4,4,0,1,0,3.6,7.46,1,1,1,1,2,0,0,690b24d7-b170-4cf6-9111-63403139648a,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210176,2024-1,Ingeniería Agroindustrial,2021,62.05,53.1,2,4,0,13.0,4.71,39.35,20,4,5,5,2,3,0,6,Irregular,14.0,0.0,276,5,5,3,4,0,-17.9,34.46,5,0,5,0,2,1,0,690b24d7-b170-4cf6-9111-63403139648a,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210196,2022-1,Ingeniería Agroindustrial,2021,62.4,62.4,0,1,0,0.0,0.0,64.4,13,2,3,3,0,1,0,2,Irregular,6.0,0.0,276,1,3,1,1,0,0.0,6.38,2,1,2,1,1,0,0,2316331a-d5c4-4ab4-85b5-25fa263ce82f,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210196,2022-2,Ingeniería Agroindustrial,2021,71.05,79.7,1,1,0,5.0,1.81,75.97,6,1,1,0,0,2,0,2,Regular,5.0,5.0,276,2,3,0,1,0,17.3,9.78,0,1,0,1,2,0,0,2316331a-d5c4-4ab4-85b5-25fa263ce82f,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210196,2023-1,Ingeniería Agroindustrial,2021,76.27,86.7,2,1,0,11.0,3.99,75.76,7,0,1,1,0,2,0,3,Irregular,6.0,6.0,276,3,4,0,1,0,15.65,9.5,1,0,1,0,2,0,0,2316331a-d5c4-4ab4-85b5-25fa263ce82f,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210196,2023-2,Ingeniería Agroindustrial,2021,79.2,83.6,4,1,0,21.0,7.61,77.03,8,2,2,0,0,3,0,3,Irregular,10.0,10.0,276,4,4,0,1,0,7.33,23.04,1,1,1,2,2,1,0,2316331a-d5c4-4ab4-85b5-25fa263ce82f,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20210196,2024-1,Ingeniería Agroindustrial,2021,77.96,74.85,6,1,0,31.0,11.23,65.73,10,3,3,0,0,2,0,3,Irregular,10.0,10.0,276,5,5,0,1,0,-4.35,2.1,1,2,1,2,2,0,0,2316331a-d5c4-4ab4-85b5-25fa263ce82f,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220048,2022-2,Ingeniería Agroindustrial,2022,71.4,71.4,1,0,0,7.0,2.54,83.54,4,1,2,0,0,2,0,0,Regular,7.0,7.0,276,1,1,0,0,0,0.0,6.39,0,2,0,2,2,0,0,1893079f-d805-4749-9bed-bc4514271ca5,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220048,2023-2,Ingeniería Agroindustrial,2022,71.3,71.2,2,0,0,13.0,4.71,74.46,10,2,2,2,0,4,0,1,Regular,6.0,6.0,276,2,3,0,0,0,-0.2,5.71,0,2,0,2,3,1,0,1893079f-d805-4749-9bed-bc4514271ca5,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220048,2024-1,Ingeniería Agroindustrial,2022,76.58,81.85,4,0,0,23.0,8.33,72.03,9,0,0,2,0,2,0,2,Regular,10.0,10.0,276,3,4,0,0,0,10.55,113.42,0,0,0,1,1,1,0,1893079f-d805-4749-9bed-bc4514271ca5,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220062,2022-1,Ingeniería Agroindustrial,2022,77.9,77.9,1,0,1,6.0,2.17,78.98,8,1,0,0,0,3,0,0,Regular,12.0,6.0,276,1,0,0,0,1,0.0,6.78,0,0,0,0,2,1,1,c57670c6-1f27-4d0c-8a75-8be8d366004f,844ebae3-2210-4f59-81a8-ad42018438f6,
