component,promedio_general,promedio_periodo,porcentaje_avance,porcentaje_asistencia,retardos,num_asesorias,num_incidencias,recursamientos,rezago_materias,creditos_inscritos_periodo,creditos_aprobados_periodo,periodos_cursados,periodos_sin_inscripcion,materias_reprobadas_periodo,materias_reprobadas_acumuladas,materias_en_curso_periodo,tendencia_promedio,varianza_calificaciones,tutorias_abiertas,tutorias_cerradas,compromisos_pendientes,compromisos_cumplidos,permisos_aprobados,permisos_rechazados,bandera_dato_incompleto
PC11,-0.4485764144576281,-0.3743388091341297,0.0892709203791382,-0.05794855886352724,-0.3749684418053286,-0.21546040959846108,-0.18182044525857807,-0.08104088046542086,0.08487108138156492,0.057448739770687145,0.1731458628880969,-0.04250663542289334,0.10730839310643155,-0.1666240742113745,-0.11972376863845731,-0.055938821273148434,0.05219143058641023,0.35206383516290407,-0.10265091400188725,-0.15891640582861047,-0.13270424725278965,-0.029956904897668724,0.32364614141992004,0.17549744575014403,-0.07156536420047667
PC12,-0.08519242972897072,-0.08664522866687967,0.06646792206668399,-0.018660843412030777,-0.5534130474144818,0.15962627171172974,-0.02183635453540459,0.015532261489111803,0.1344740374724234,0.1689750331065564,0.11209082247438339,-0.06385813593477443,0.12102832814051284,0.08325833514576624,0.04352840622108224,0.024261742333348185,-0.0016427601012386785,-0.6474340371660289,0.15369526442212364,-0.09080506000369352,0.09613848940642927,0.0008173651660388233,-0.25169690750608364,0.19224692267766202,-0.008246196285936685
PC13,-0.010429633508458115,0.037975902563365395,0.011780365951156077,0.25731570543958704,0.2949832598646834,0.5013410684093144,-0.5376264807616041,-0.16629953663058578,0.06775017016012763,0.04525233698090552,-0.0026274594164846115,-0.00991236576637519,-0.035244773296092616,0.09624510344056275,-0.03058179517002826,0.05164207044911242,0.14698827353511476,-0.007446970917512461,0.12277572496915097,-0.042957806059123325,-0.13583558951887156,-0.020623970947196424,0.14071271679467232,0.4177632778388858,-0.06640422563230529
PC14,-0.10354557261547277,-0.002733502216674541,0.18599976244761537,-0.12360482853918722,-0.1625593908190115,0.5619994743160627,0.3668811737371716,-0.38224506959373944,-0.02964992378225365,-0.11555362938958634,-0.07443320205094658,0.23600487506143406,-0.0935183101652061,-0.1298259414814626,-0.32428241608253,0.021136776776238597,0.21361058338352062,0.12662746859720814,-0.08628407523489241,0.008768676898590972,0.09522519901294534,0.0147006672453291,-0.032991654554163474,-0.14061327597933349,0.10201835265794415
PC15,0.07032576047774662,0.02336181207433882,-0.10297737430686607,-0.1245194289617877,-0.011260980396255404,0.4559802799845531,0.03484542716526038,0.46281533952695,-0.00477537865595773,-0.03889516819416155,0.14396008549810205,-0.1740294191524742,0.31144235210878735,-0.3221234211799697,0.12183251728565801,-0.04581912311124166,-0.1402341217041943,0.041441607794996796,-0.40029708209896103,-0.05341236550954722,-0.2900205235920515,0.04365438653782949,-0.03305921333391682,-0.024966166868947523,0.049857414170031485
PC16,0.023486437634585803,-0.04199184487938838,-0.7089202278795996,0.08158432938998979,0.003666725627492252,0.022261718366391108,0.14894304534019656,-0.258235749910172,0.13961567260892038,0.2415520694523462,0.2566297513896885,0.3887938363759951,-0.06917927856996615,-0.09633946919737289,0.1599782019100368,0.08807295300102426,-0.059554159947429665,-0.008550087124859121,-0.08442540685824867,-0.08766627640611735,-0.05650935046429145,0.06278890972730986,0.004340449479506945,0.004721747600696814,-0.17662488846566754
PC17,-0.05824881304458098,-0.08215815552154482,0.17764197332731022,0.4968548458338167,0.045720233178265485,0.01768739676446746,0.2857910099328258,0.12365870502325704,0.07862091103243837,-0.09542840832298612,-0.029613484515241015,-0.12634460460714034,0.06748163580032282,-0.23729745071294622,0.03078838277493067,0.5148461088587769,-0.014645158455160208,0.0017225977830330735,0.06296596912570013,0.004056352532664958,0.13427317242861442,0.004811680236084902,0.049465748528814614,-0.009757295017176242,-0.47777127260103724
PC18,0.022982283075142523,0.06173345762815764,-0.0012426327268348228,-0.4627195987848468,-0.03309235454353828,-0.016188308772264303,-0.07319049354438854,-0.022008756001770425,-0.14754121190907046,0.14592627579273998,-0.1579751660085504,0.02847616451687325,0.1036861496374265,0.3791908518800101,-0.17984421183634086,0.39004076281279215,0.046973162202289705,-0.01319626693918748,-0.2007403297144254,0.10579376903787537,-0.2763845373785665,-0.10251913983739522,-0.03514762867048211,-0.017583955568061548,-0.4734939035731265
PC19,-0.046557831887509185,-0.11223743192592762,-0.1336658223025912,0.4629312857663679,0.03825503836832144,-0.02538420419508996,0.21442189898591124,0.15390262610425814,-0.10617020204157054,0.16256321301890428,-0.024636994022589294,0.11337165643387992,0.40868571447503166,0.36471282983233094,-0.43436086553195385,-0.19994245115953432,0.04209957487584585,-0.028474728686881962,-0.08197327912516623,0.1518479797204897,-0.10676957953450959,-0.18934815304268443,0.03648668787716637,0.0046303655786269935,0.14311532939562968
PC20,0.11479769594842104,-0.03149584522665395,-0.2315682832914157,-0.16709619157821212,-0.01560493064110345,0.006273524175796217,-0.24641559446165703,0.35550066090528587,-0.2988572076998172,0.01672885336720034,0.1332584383238196,0.13696027098870034,-0.04607231795461431,-0.32557739317420775,-0.5090063509028444,0.08950846686761148,0.061090190797791606,-0.0001381365319631754,0.29663106010365103,0.001232193591514259,0.3441673593470405,-0.017526112090886746,-0.00625364812070323,0.010028113542167497,-0.0703190962913322
PC21,-0.0032324861889502206,-0.03683385049461683,0.041684046909742735,-0.05546777540705485,-0.005337050974841146,0.032698822739539044,-0.019936467265214544,-0.035741530592390935,0.1297582997056748,0.0928007708677501,0.17399867616125972,-0.02629915891025797,-0.14360391937307557,-0.2055679719959705,0.11953920966420109,-0.026557896437217548,-0.004804052513419239,-0.011226281010774728,-0.006835648472471701,0.5765088603421311,0.00942428771698715,-0.7236913392247751,-0.01452217377237347,0.012824558741353105,0.0016513755627322428
PC22,0.6357040602902475,-0.7075906181189495,0.04405990534838497,-0.027852259651593908,-0.007433863231343069,-0.005233291194325473,-0.015668957778653986,-0.07320104915459638,-0.0023577168095172615,-0.03131776063011898,-0.03083335040374617,-0.02774209698188817,0.031213798525334093,0.02372145240227183,0.09007633768960902,0.03957648375891799,0.2543814247664283,0.0073577795103707405,-0.07506661487780372,-0.009791796548941741,0.004997342722371095,0.02257339855966692,0.003157578410351497,0.0002796007326705402,0.042767344874388664
PC23,0.047224019418868037,-0.0622344106436294,-0.008688853687703859,-0.02353440831058961,0.00249026356239657,0.006882802143949006,0.14302918649521626,0.3573911813571185,0.5723249899178754,0.010867242392421813,-0.022519252746570205,-0.004015177053868061,-0.5098716437095748,0.09335384417472459,-0.31741088027029635,-0.016751635797382272,0.02735993688691697,-0.0003150125681601881,0.12695831035462657,-0.048778843215471095,-0.352363747687691,0.059582674056037864,0.0037598787599860723,-0.0051455630502965435,0.010913607430656572
PC24,0.02669255338195584,-0.011630380055783849,0.003483975026135756,-0.0639769995400688,0.0006499572822623214,-0.010487465703794345,0.20062009619875473,-0.10914840901955607,-0.2746739862103781,-0.19724296611636724,0.20843269885310906,-0.003948905906546921,0.15750117854524737,-0.08708220687335129,0.08018446248851552,0.04336677552640094,0.018663609084129885,-0.0005752364970502779,0.6324289544995079,0.011842853243781015,-0.5844105018031296,-0.01850130358170907,0.0013795413093291822,-0.0068487532616550205,0.04338518209881049
PC25,0.016266102831975823,-0.015156334399991856,0.024828204980448874,0.007546403098704027,0.00042960258899088673,-0.0048771189082070536,0.044858674187575324,-0.02643684743872146,-0.05034823414811113,0.5905932198020192,-0.6341376269916909,-0.012013553564685435,0.03520065926771788,-0.3896361397728711,0.04460594628696676,-0.18331573791208028,0.006655549465219828,0.0060657811539944154,0.16138802134066993,-0.014195578232022204,-0.1516973701370399,0.018831528297346183,-0.003806217678738213,-0.000677169261699587,-0.0642406514682955
