cluster,variable,media_cluster,media_global,diferencia,diferencia_estandarizada,lectura
1,materias_reprobadas_periodo,1.1762295081967213,0.26859827721221613,0.9076312309845052,1.6490047597571527,reprobadas del periodo: mas reprobadas recientes
1,porcentaje_asistencia,58.93094262295082,74.9559749412686,-16.02503231831777,-1.469699018270965,asistencia estimada: menor asistencia
1,materias_reprobadas_acumuladas,2.192622950819672,0.6139389193422083,1.5786840314774637,1.4533871705636863,reprobadas acumuladas: mas reprobadas acumuladas
1,promedio_periodo,63.26592592592592,77.36252542372881,-14.096599497802892,-1.3744009939801665,promedio del periodo: desempeno reciente menor
1,num_asesorias,3.127049180327869,1.4455755677368833,1.6814736125909857,1.301505918057039,asesorias estimadas: mas asesorias
1,promedio_general,66.04430327868852,76.75021143304619,-10.705908154357672,-1.2372751118152325,promedio general: desempeno acumulado menor
1,num_incidencias,1.151639344262295,0.24823805794831635,0.9034012863139786,1.2028649565806373,incidencias estimadas: mas incidencias
1,rezago_materias,2.692622950819672,1.370399373531715,1.322223577287957,1.0092523649535148,rezago en materias: mayor rezago
1,recursamientos,0.5245901639344263,0.14252153484729835,0.3820686290871279,0.9162217648336467,recursamientos: mas recursamientos
1,creditos_aprobados_periodo,2.3278688524590163,6.265465935787001,-3.9375970833279843,-0.8349488165731974,creditos aprobados: menos creditos aprobados
1,permisos_aprobados,2.2418032786885247,1.4189506656225528,0.8228526130659719,0.8222535604341861,permisos aprobados estimados: mas permisos aprobados
1,retardos,2.2459016393442623,1.3868441660140955,0.8590574733301668,0.8031701800890816,retardos estimados: mas retardos
1,tendencia_promedio,-4.782633744855968,0.21029661016949147,-4.992930355025459,-0.6147713952799171,tendencia del promedio: tendencia a la baja
1,varianza_calificaciones,43.616475409836056,18.60142521534847,25.015050194487586,0.5874159088720057,variacion de calificaciones: desempeno mas irregular
1,permisos_rechazados,0.9221311475409836,0.5943617854346124,0.3277693621063712,0.5522245990918065,permisos rechazados estimados: mas permisos rechazados
1,porcentaje_avance,3.2186885245901635,5.245207517619421,-2.0265189930292573,-0.4895700748352248,avance curricular: menor avance del plan
1,materias_en_curso_periodo,0.06557377049180328,0.18089271730618636,-0.11531894681438308,-0.25209642611089406,materias en curso: menos materias en curso
1,bandera_dato_incompleto,0.0860655737704918,0.15974941268598278,-0.07368383891549098,-0.2011167290285318,dato incompleto: menos registros con dato incompleto
1,periodos_cursados,2.627049180327869,2.4111198120595145,0.21592936826835452,0.16857701062823263,periodos cursados: mas periodos cursados
1,compromisos_cumplidos,1.110655737704918,1.2388410336726703,-0.1281852959677523,-0.1439827525343116,compromisos cumplidos estimados: menos compromisos cumplidos
1,creditos_inscritos_periodo,9.479508196721312,8.85512920908379,0.6243789876375221,0.14115979321648323,creditos inscritos: mayor carga inscrita
1,periodos_sin_inscripcion,2.2581967213114753,2.014878621769773,0.24331809954170236,0.11719318407373261,periodos sin inscripcion: mas periodos sin inscripcion
1,tutorias_cerradas,1.0942622950819672,1.0610806577916994,0.033181637290267796,0.04021837144554931,tutorias cerradas estimadas: mas seguimiento cerrado
