,promedio_general,promedio_periodo,materias_aprobadas,materias_reprobadas,materias_en_curso,creditos_acumulados,porcentaje_avance,porcentaje_asistencia,faltas,retardos,num_tutorias,num_asesorias,num_incidencias,num_permisos,recursamientos,rezago_materias,creditos_inscritos_periodo,creditos_aprobados_periodo,creditos_totales_plan,periodos_cursados,periodos_sin_inscripcion,materias_reprobadas_periodo,materias_reprobadas_acumuladas,materias_en_curso_periodo,tendencia_promedio,varianza_calificaciones,tutorias_abiertas,tutorias_cerradas,compromisos_pendientes,compromisos_cumplidos,permisos_aprobados,permisos_rechazados,bandera_dato_incompleto
num_tutorias,-0.07085441029416366,-0.008532091693047132,-0.03254858903636221,0.06196073568712489,-0.13081800608089933,-0.03216208615134684,-0.030574257753283894,-0.08113492102566658,0.05480235767510534,-0.0024675398052917737,1.0,0.07887457201842095,0.014836142711700747,0.012520019880409645,0.015239157009394773,0.1319052011639229,-0.1219453577308541,-0.1192704427620981,-0.04421670422610889,-0.016612479862527122,0.16196445744286989,0.05654978651812895,0.061960735687124915,-0.13081800608089933,0.051075693325953755,-0.001855179709292102,0.6598707037168596,0.7181129868352616,0.404481267095724,0.4419619539787859,0.011262534504126282,0.005607548646402226,0.09200633363737735
num_asesorias,-0.2997568937001386,-0.35313719997099635,-0.006622761555321057,0.43847799822289246,-0.004791228545654109,-0.01590676318640739,-0.016062573950340317,-0.13835813203675515,0.13799441690485673,0.11546629121592904,0.07887457201842095,1.0,0.04285846254403808,0.15415794217585124,0.31747147605852094,0.2539937718574848,-0.000641549466959993,-0.21520027744987505,0.003384996220831074,0.04156489018739675,0.05006247496764417,0.5679237401192171,0.4384779982228924,-0.0047912285456541085,-0.2042494833086143,0.14220549456742343,0.17633207513137114,-0.05847182300872714,0.09369503331510613,-0.07213652723726033,0.1430522046780996,0.0562965380751277,0.047901809740396116
num_incidencias,-0.004485286882601598,-0.04661112052501188,0.021448266788351805,0.05936546066089926,0.01738314407407335,0.030099017641226956,0.030906772252682076,-0.23447825883795173,0.24699926125748048,0.11710354366209551,0.014836142711700747,0.04285846254403808,1.0,0.11638453879926425,0.08185496351171097,0.029169347752663957,0.01883640062415033,-0.02915187778669986,-0.0011770682461092318,0.021878877975655592,-0.0038300738171097967,0.14052427573988047,0.05936546066089925,0.017383144074073348,-0.090368776164128,-0.016076244847669664,0.009514365676068628,0.010909259613502734,0.20993011082953558,-0.006902044451309023,0.030149595211026694,0.2692247194387589,0.028335191053371924
num_permisos,-0.02149590874675439,-0.17831378102589118,-0.0052467192234966755,0.08409547130950427,-0.03635349063402399,-0.019453908552044166,-0.020981493366064148,-0.211261065497594,0.14778662518048497,0.0490020658918503,0.012520019880409645,0.15415794217585124,0.11638453879926425,1.0,0.07285222158440291,0.022165407712533843,-0.046770000528504205,-0.1154222497105036,0.010340551256795519,-0.00850279404807458,0.04256434304330762,0.19952190445958526,0.08409547130950425,-0.03635349063402401,-0.27475896467445354,0.029000554111191432,0.0329328122153827,-0.013859665112841953,0.09955301146763197,0.001496672535397713,0.9453847171930152,0.31443792462143494,0.03717087095113761
recursamientos,-0.3355474668899889,-0.3546526230240467,0.13849563387083316,0.739695807568059,0.020286991464298552,0.14684472511675917,0.1483774594334783,-0.09878003934297623,0.1022185665411883,0.07589127472380604,0.015239157009394773,0.31747147605852094,0.08185496351171097,0.07285222158440291,1.0,0.045757012422071655,0.015755644555358907,-0.1687394394339864,-0.03597773159453761,0.21738747133772812,0.02129970271181458,0.46624590420689244,0.739695807568059,0.02028699146429858,-0.15591142122712398,0.13361028648803297,0.1149981217479833,-0.08625395479788572,0.08280026673312102,-0.06502203733056036,0.07260022208327255,0.012053873123453629,-0.0300372467392847
rezago_materias,-0.2772259681775125,-0.29293651322214503,0.0868663659497942,0.5283548780997722,-0.2309776836599928,0.08065254769556705,0.0797607627252288,-0.289286519109704,0.24888522966519602,0.09643193883726832,0.1319052011639229,0.2539937718574848,0.029169347752663957,0.022165407712533843,0.045757012422071655,1.0,-0.21833093802356363,-0.32168785672866235,0.005446430750309385,0.1487874994903269,0.44833177375522654,0.3511859305307924,0.5283548780997722,-0.23097768365999272,-0.14489236748063303,0.07674815170081228,0.2888217852668553,-0.09216687231515834,0.1945935897817122,-0.07669804250763476,0.022566541571108704,0.0022759068627993045,0.21978876321630658
creditos_inscritos_periodo,0.0044615399172298325,-0.007632726093162653,-0.007166242938585858,0.010751611446500012,0.9278347291763697,-0.004987816084532169,-0.0036898908415907215,0.46184068367656494,-0.3749436323755759,-0.026947016781134543,-0.1219453577308541,-0.000641549466959993,0.01883640062415033,-0.046770000528504205,0.015755644555358907,-0.21833093802356363,1.0,0.9096091149327931,-0.0024134674047465534,-0.022480860286169333,-0.489559794695118,0.023141784893094156,0.0107516114465,0.9278347291763697,0.010636721559792284,0.017393925132009956,-0.1109390268916974,-0.05934847112008419,-0.0505884164973314,-0.014857985128838328,-0.039948912313013396,-0.027132191666633967,-0.5126472052989896
creditos_aprobados_periodo,0.1349335035404599,0.21219594731273508,0.017108459150108155,-0.23844972222850902,0.8491336283178759,0.020051057302556262,0.02130355725470661,0.5451237268936944,-0.4652262188177691,-0.09423964344627857,-0.1192704427620981,-0.21520027744987505,-0.02915187778669986,-0.1154222497105036,-0.1687394394339864,-0.32168785672866235,0.9096091149327931,1.0,0.0034908003855573327,-0.017513158322476026,-0.45028801679552166,-0.3693369509906062,-0.23844972222850896,0.8491336283178759,0.1733723670063499,-0.016586830543965765,-0.14680633230166495,-0.02257249062633848,-0.08201019694492105,0.02981190277294323,-0.11411186559874677,-0.0217508371837912,-0.45944685183650436
creditos_totales_plan,0.012328585491045442,-0.004089692177682243,0.024558822378650775,-0.01969354717501713,-0.014409827172559621,0.03484225895568917,-0.006060499626538109,0.039830997681512346,-0.05157874370505549,-0.006641837488558164,-0.04421670422610889,0.003384996220831074,-0.0011770682461092318,0.010340551256795519,-0.03597773159453761,0.005446430750309385,-0.0024134674047465534,0.0034908003855573327,1.0,-0.021826619492003672,-0.028113839534711783,-0.017613090488797313,-0.019693547175017072,-0.014409827172559503,-0.012996343854776654,-0.06577818560539309,-0.023242861809019445,-0.037249066614850675,-0.036273738660833776,-0.008040964594766619,0.02216610391343463,-0.03283261372931348,-0.04456689010003363
periodos_cursados,-0.019861974774365944,0.004272699545507261,0.9170032125478315,0.2938824876490245,-0.024750708309409633,0.9516026104673179,0.9534339464061222,-0.004132290417823021,0.00951535826846744,-0.02244829283974405,-0.016612479862527122,0.04156489018739675,0.021878877975655592,-0.00850279404807458,0.21738747133772812,0.1487874994903269,-0.022480860286169333,-0.017513158322476026,-0.021826619492003672,1.0,-0.022240155741787452,-0.0024668949910977137,0.2938824876490246,-0.024750708309409647,0.027261279918682994,-0.02596234742681742,0.04520929806304412,-0.06395551222411465,0.012078760232700169,-0.06338290015680333,-0.020312188071857844,0.03307111100261042,-0.023034749102399228
periodos_sin_inscripcion,-0.02392150978803087,-0.008569502888201208,-0.03206533832031039,0.03510999817019141,-0.5340945683111722,-0.03429938891436055,-0.03423346703272203,-0.45157119601688106,0.3818891029960385,0.08905448874675202,0.16196445744286989,0.05006247496764417,-0.0038300738171097967,0.04256434304330762,0.02129970271181458,0.44833177375522654,-0.489559794695118,-0.45028801679552166,-0.028113839534711783,-0.022240155741787452,1.0,0.07239041929520963,0.03510999817019143,-0.5340945683111722,-0.015228526171949565,-0.00342478276078704,0.15630509050503633,0.0705272428047477,0.09314359461403103,0.011709107883574299,0.03071132505927833,0.0411331090128932,0.48426370272285585
materias_reprobadas_periodo,-0.34398915100025607,-0.4818005093071839,-0.05733103795329828,0.6448765930374304,0.016129078001467814,-0.058771936333936646,-0.058990934265717214,-0.31264046356222075,0.30897340090156916,0.16320518626428432,0.05654978651812895,0.5679237401192171,0.14052427573988047,0.19952190445958526,0.46624590420689244,0.3511859305307924,0.023141784893094156,-0.3693369509906062,-0.017613090488797313,-0.0024668949910977137,0.07239041929520963,1.0,0.6448765930374304,0.016129078001467807,-0.3542324619310796,0.09631837092790568,0.15038909994594304,-0.06411945981307389,0.10750841774975524,-0.0976182216900752,0.20890002246162073,0.0036905295806067854,0.014161703542465232
materias_reprobadas_acumuladas,-0.42939394842835915,-0.46733025687952323,0.19771262385575208,1.0,0.013713504295846907,0.1970483954385929,0.19800978481111087,-0.16199133368102633,0.16059133482665525,0.1069427431193589,0.061960735687124915,0.4384779982228924,0.05936546066089925,0.08409547130950425,0.739695807568059,0.5283548780997722,0.0107516114465,-0.23844972222850896,-0.019693547175017072,0.2938824876490246,0.03510999817019143,0.6448765930374304,1.0,0.013713504295846916,-0.22819056991374095,0.15574848276008166,0.23410330987930272,-0.1344627752001749,0.15546074501292403,-0.12176528896941385,0.09054239469090744,-0.005708279588777605,-0.014002770619802056
materias_en_curso_periodo,0.020316426913152268,0.003033507791825361,-0.006282406678909276,0.013713504295846916,1.0,-0.007287768444384272,-0.005306109818726501,0.4908656251537929,-0.3980647256765119,-0.04200669484651047,-0.13081800608089933,-0.0047912285456541085,0.017383144074073348,-0.03635349063402401,0.02028699146429858,-0.23097768365999272,0.9278347291763697,0.8491336283178759,-0.014409827172559503,-0.024750708309409647,-0.5340945683111722,0.016129078001467807,0.013713504295846916,1.0,0.006676651466348881,0.011598529239492845,-0.11748511324889925,-0.06507976714714202,-0.050989903775098905,-0.008299560499057168,-0.02817445937550075,-0.029468360184911162,-0.5489108858596162
tendencia_promedio,0.02106905019043348,0.6445353607452003,0.045652382951902014,-0.22819056991374095,0.006676651466348881,0.05302965538483455,0.0551181180154799,0.18891337950958892,-0.17911610499184247,-0.030152823669364594,0.051075693325953755,-0.2042494833086143,-0.090368776164128,-0.27475896467445354,-0.15591142122712398,-0.14489236748063303,0.010636721559792284,0.1733723670063499,-0.012996343854776654,0.027261279918682994,-0.015228526171949565,-0.3542324619310796,-0.22819056991374095,0.006676651466348881,1.0,0.008605332115307548,-0.03901243146526894,0.10122741753022174,-0.058691635889025706,0.09142660179217375,-0.28563222035883384,-0.00456699844934578,
varianza_calificaciones,-0.2273124358299623,-0.16293182240424095,-0.07681703017597756,0.15574848276008166,0.011598529239492845,-0.07854763453816874,-0.07588302321801259,-0.03170437190814386,0.00600083816371725,-0.03977677919221532,-0.001855179709292102,0.14220549456742343,-0.016076244847669664,0.029000554111191432,0.13361028648803297,0.07674815170081228,0.017393925132009956,-0.016586830543965765,-0.06577818560539309,-0.02596234742681742,-0.00342478276078704,0.09631837092790568,0.15574848276008166,0.011598529239492845,0.008605332115307548,1.0,0.11804546471679156,-0.1117996369438749,0.09970811645008121,-0.0639018921602647,0.028333367713898296,0.006449221796587701,0.001004993307597921
tutorias_abiertas,-0.2973019304618966,-0.23796731230708987,-0.024387679772701454,0.23410330987930272,-0.11748511324889925,-0.02086035540332729,-0.01999838971553095,-0.10654448984175592,0.0857809565841121,0.03204537924786649,0.6598707037168596,0.17633207513137114,0.009514365676068628,0.0329328122153827,0.1149981217479833,0.2888217852668553,-0.1109390268916974,-0.14680633230166495,-0.023242861809019445,0.04520929806304412,0.15630509050503633,0.15038909994594304,0.23410330987930272,-0.11748511324889925,-0.03901243146526894,0.11804546471679156,1.0,-0.04904297686431915,0.6039971321137287,-0.04315881324781894,0.0402986718694933,-0.016334277324012946,0.1341808327945146
tutorias_cerradas,0.18117504214872532,0.2012798295704124,-0.0206784930481225,-0.1344627752001749,-0.06507976714714202,-0.02343172458491478,-0.022119400574505035,-0.009170006082521975,-0.006602300860633775,-0.03296045623642877,0.7181129868352616,-0.05847182300872714,0.010909259613502734,-0.013859665112841953,-0.08625395479788572,-0.09216687231515834,-0.05934847112008419,-0.02257249062633848,-0.037249066614850675,-0.06395551222411465,0.0705272428047477,-0.06411945981307389,-0.1344627752001749,-0.06507976714714202,0.10122741753022174,-0.1117996369438749,-0.04904297686431915,1.0,-0.02175078566898186,0.6274668113661446,-0.02235347175667881,0.022582816508827812,-0.0019755432761377274
compromisos_pendientes,-0.19372751573826752,-0.17411264523417183,-0.030340021721196965,0.15546074501292403,-0.050989903775098905,-0.022387705853200178,-0.0201072439005987,-0.10000395929137708,0.07983727359264114,0.03880197583247728,0.404481267095724,0.09369503331510613,0.20993011082953558,0.09955301146763197,0.08280026673312102,0.1945935897817122,-0.0505884164973314,-0.08201019694492105,-0.036273738660833776,0.012078760232700169,0.09314359461403103,0.10750841774975524,0.15546074501292403,-0.050989903775098905,-0.058691635889025706,0.09970811645008121,0.6039971321137287,-0.02175078566898186,1.0,-0.04805007153991878,0.08691914565077455,0.05226221552613686,0.10109235781316796
compromisos_cumplidos,0.1307728062436963,0.16232995071994274,-0.03304684344865375,-0.12176528896941385,-0.008299560499057168,-0.03369101908012338,-0.03432179488556602,0.05200495540238936,-0.05123388590497529,-0.031782967237801336,0.4419619539787859,-0.07213652723726033,-0.006902044451309023,0.001496672535397713,-0.06502203733056036,-0.07669804250763476,-0.014857985128838328,0.02981190277294323,-0.008040964594766619,-0.06338290015680333,0.011709107883574299,-0.0976182216900752,-0.12176528896941385,-0.008299560499057168,0.09142660179217375,-0.0639018921602647,-0.04315881324781894,0.6274668113661446,-0.04805007153991878,1.0,-0.006394874046184609,0.02321497483102135,-0.0024313218420502648
permisos_aprobados,-0.017056626926589134,-0.18565566103292255,-0.02090286107568081,0.09054239469090744,-0.02817445937550075,-0.032486550943806224,-0.034841512278375265,-0.20017507722337627,0.13878413535509465,0.05541609449918563,0.011262534504126282,0.1430522046780996,0.030149595211026694,0.9453847171930152,0.07260022208327255,0.022566541571108704,-0.039948912313013396,-0.11411186559874677,0.02216610391343463,-0.020312188071857844,0.03071132505927833,0.20890002246162073,0.09054239469090744,-0.02817445937550075,-0.28563222035883384,0.028333367713898296,0.0402986718694933,-0.02235347175667881,0.08691914565077455,-0.006394874046184609,1.0,-0.012158678700919617,0.00584535710316355
permisos_rechazados,-0.016268539031692203,-0.002115750910225117,0.04477986757521138,-0.005708279588777605,-0.029468360184911162,0.03493194215587532,0.03710413646790019,-0.06511186363108382,0.04918129261189502,-0.0110653908732542,0.005607548646402226,0.0562965380751277,0.2692247194387589,0.31443792462143494,0.012053873123453629,0.0022759068627993045,-0.027132191666633967,-0.0217508371837912,-0.03283261372931348,0.03307111100261042,0.0411331090128932,0.0036905295806067854,-0.005708279588777605,-0.029468360184911162,-0.00456699844934578,0.006449221796587701,-0.016334277324012946,0.022582816508827812,0.05226221552613686,0.02321497483102135,-0.012158678700919617,1.0,0.09700447700467774
bandera_dato_incompleto,-0.03926828533258544,,-0.04688676495141981,-0.014002770619802056,-0.5489108858596162,-0.0500963284323983,-0.04928836342868841,-0.4302311824979315,0.370881777042194,0.040746538183966244,0.09200633363737735,0.047901809740396116,0.028335191053371924,0.03717087095113761,-0.0300372467392847,0.21978876321630658,-0.5126472052989896,-0.45944685183650436,-0.04456689010003363,-0.023034749102399228,0.48426370272285585,0.014161703542465232,-0.014002770619802056,-0.5489108858596162,,0.001004993307597921,0.1341808327945146,-0.0019755432761377274,0.10109235781316796,-0.0024313218420502648,0.00584535710316355,0.09700447700467774,1.0
