document_id,descriptor_hash
IAG20200369::Septiembre-Diciembre 2022,cd77bf72fa23ffedc22d5bf719427ead07504d24d7653ca6517389b56293bf73
IAG20200369::Septiembre-Diciembre 2023,cd77bf72fa23ffedc22d5bf719427ead07504d24d7653ca6517389b56293bf73
IAG20200376::Enero-Abril 2023,85142e079acaa7daa4fab5501f1b590aed0ca4fc6ffecce0b4f8e972dfa45235
IAG20200376::Mayo-Agosto 2023,0e1c1649e38b22d14392826d1d59b3c3df68bb84a91634a9b8f9bc380a21f06d
IAG20200376::Septiembre-Diciembre 2022,c5257701a41be7a5b7934416efd0525319ab01297c01fcc7b3f6e06c5fcbf691
IAG20210043::Enero-Abril 2023,436c0e535870d202113e5310c19327c113f7e705edb6714dd20eca79f792e482
IAG20210043::Septiembre-Diciembre 2022,dd186dc71c1b24d0bb0cad1dbec8e9a26f1020a3108fec0b9c754aa866337b03
IAG20210061::Septiembre-Diciembre 2022,b3e1cb3b1cf1b11592d1179daeefb0cd333c05c6f8f7369551a18422440385f4
IAG20210083::Septiembre-Diciembre 2023,90519e503aef14686af16322c69af1bacc804b759f755650a38a194b4150f3a5
IAG20210108::Mayo-Agosto 2023,dd186dc71c1b24d0bb0cad1dbec8e9a26f1020a3108fec0b9c754aa866337b03
IAG20210108::Septiembre-Diciembre 2023,dd186dc71c1b24d0bb0cad1dbec8e9a26f1020a3108fec0b9c754aa866337b03
IAG20210133::Enero-Abril 2023,dd186dc71c1b24d0bb0cad1dbec8e9a26f1020a3108fec0b9c754aa866337b03
IAG20210133::Mayo-Agosto 2023,b3e1cb3b1cf1b11592d1179daeefb0cd333c05c6f8f7369551a18422440385f4
IAG20210133::Septiembre-Diciembre 2022,bc78700b1132c8cf08429385c0c770eddda995c8ebaec96257f205885aa603a8
IAG20210138::Enero-Abril 2023,dd186dc71c1b24d0bb0cad1dbec8e9a26f1020a3108fec0b9c754aa866337b03
IAG20210138::Septiembre-Diciembre 2022,dd186dc71c1b24d0bb0cad1dbec8e9a26f1020a3108fec0b9c754aa866337b03
IAG20210176::Enero-Abril 2023,968dbfe41a31ad0ed62652ccd5fef3e75aef7ee0274ca161b825b08111a26c18
IAG20210176::Mayo-Agosto 2023,417d8ef2b7e4f65d384513b7d24bc82a7c0471ecac6c8cb32e6209326b089f27
IAG20210176::Septiembre-Diciembre 2022,02a54fd2337980a4997cb0e401e960f525022c869d5dccaf3a5f76c9d577f36c
IAG20210176::Septiembre-Diciembre 2023,5e9e39f3f5e872fd7263248ad8ba350da4e2844d9e5d3a1b482987635a82a7e5
IAG20210196::Enero-Abril 2023,f78f09c7032b8680d5f216ba45d84f8ce7141c754e6540931616281b85e349d6
IAG20210196::Mayo-Agosto 2023,5184622c4ad4bbaa2710a886d46aa6a326cdafb287161932dfbacf6540f19621
IAG20210196::Septiembre-Diciembre 2022,537c0604d8591c403a57201f3e28767c8b1d5bc1045953ed77f8549f9df0ed0d
IAG20210196::Septiembre-Diciembre 2023,5184622c4ad4bbaa2710a886d46aa6a326cdafb287161932dfbacf6540f19621
IAG20210215::Septiembre-Diciembre 2022,537c0604d8591c403a57201f3e28767c8b1d5bc1045953ed77f8549f9df0ed0d
IAG20210238::Enero-Abril 2023,b3e1cb3b1cf1b11592d1179daeefb0cd333c05c6f8f7369551a18422440385f4
IAG20210238::Mayo-Agosto 2023,436c0e535870d202113e5310c19327c113f7e705edb6714dd20eca79f792e482
IAG20210238::Septiembre-Diciembre 2022,bc78700b1132c8cf08429385c0c770eddda995c8ebaec96257f205885aa603a8
IAG20210238::Septiembre-Diciembre 2023,dd186dc71c1b24d0bb0cad1dbec8e9a26f1020a3108fec0b9c754aa866337b03
IAG20210315::Enero-Abril 2023,cd77bf72fa23ffedc22d5bf719427ead07504d24d7653ca6517389b56293bf73
IAG20210315::Mayo-Agosto 2023,cd77bf72fa23ffedc22d5bf719427ead07504d24d7653ca6517389b56293bf73
IAG20210315::Septiembre-Diciembre 2023,cd77bf72fa23ffedc22d5bf719427ead07504d24d7653ca6517389b56293bf73
IAG20210316::Enero-Abril 2023,dd186dc71c1b24d0bb0cad1dbec8e9a26f1020a3108fec0b9c754aa866337b03
IAG20210316::Septiembre-Diciembre 2022,bc78700b1132c8cf08429385c0c770eddda995c8ebaec96257f205885aa603a8
IAG20210339::Mayo-Agosto 2023,847d64367d80030f48aa0c4476c1aafec2ef17615db6774aa8df64b9545eb6b3
IAG20210339::Septiembre-Diciembre 2022,dd186dc71c1b24d0bb0cad1dbec8e9a26f1020a3108fec0b9c754aa866337b03
IAG20210339::Septiembre-Diciembre 2023,eec63ef319a69acca8f3a543e85f1cb30bef4b9c083d444b0f2412c206262c78
IAG20210345::Mayo-Agosto 2023,b3e1cb3b1cf1b11592d1179daeefb0cd333c05c6f8f7369551a18422440385f4
IAG20210345::Septiembre-Diciembre 2022,dd186dc71c1b24d0bb0cad1dbec8e9a26f1020a3108fec0b9c754aa866337b03
IAG20210345::Septiembre-Diciembre 2023,b3e1cb3b1cf1b11592d1179daeefb0cd333c05c6f8f7369551a18422440385f4
IAG20210355::Enero-Abril 2023,cd77bf72fa23ffedc22d5bf719427ead07504d24d7653ca6517389b56293bf73
IAG20210355::Mayo-Agosto 2023,1e73030b884626f189ff79a3f83d8b26cf0a15ea58c24e61d977a6a266f7a432
IAG20210355::Septiembre-Diciembre 2023,0e1c1649e38b22d14392826d1d59b3c3df68bb84a91634a9b8f9bc380a21f06d
IAG20210361::Enero-Abril 2023,2f20852544bb06baa4a257daecbe8b30e5bf01f4e83956daa21d99a40c39e8f9
IAG20210361::Mayo-Agosto 2023,2f20852544bb06baa4a257daecbe8b30e5bf01f4e83956daa21d99a40c39e8f9
IAG20210361::Septiembre-Diciembre 2022,436c0e535870d202113e5310c19327c113f7e705edb6714dd20eca79f792e482
IAG20210361::Septiembre-Diciembre 2023,2f20852544bb06baa4a257daecbe8b30e5bf01f4e83956daa21d99a40c39e8f9
IAG20210386::Enero-Abril 2023,b3e1cb3b1cf1b11592d1179daeefb0cd333c05c6f8f7369551a18422440385f4
IAG20210386::Septiembre-Diciembre 2022,b3e1cb3b1cf1b11592d1179daeefb0cd333c05c6f8f7369551a18422440385f4
IAG20210386::Septiembre-Diciembre 2023,cd77bf72fa23ffedc22d5bf719427ead07504d24d7653ca6517389b56293bf73
IAG20220048::Enero-Abril 2023,bc78700b1132c8cf08429385c0c770eddda995c8ebaec96257f205885aa603a8
IAG20220048::Septiembre-Diciembre 2023,dd186dc71c1b24d0bb0cad1dbec8e9a26f1020a3108fec0b9c754aa866337b03
IAG20220062::Enero-Abril 2023,2f20852544bb06baa4a257daecbe8b30e5bf01f4e83956daa21d99a40c39e8f9
IAG20220062::Mayo-Agosto 2023,436c0e535870d202113e5310c19327c113f7e705edb6714dd20eca79f792e482
IAG20220062::Septiembre-Diciembre 2022,dd186dc71c1b24d0bb0cad1dbec8e9a26f1020a3108fec0b9c754aa866337b03
IAG20220062::Septiembre-Diciembre 2023,2f20852544bb06baa4a257daecbe8b30e5bf01f4e83956daa21d99a40c39e8f9
IAG20220072::Enero-Abril 2023,b3e1cb3b1cf1b11592d1179daeefb0cd333c05c6f8f7369551a18422440385f4
IAG20220072::Septiembre-Diciembre 2022,b3e1cb3b1cf1b11592d1179daeefb0cd333c05c6f8f7369551a18422440385f4
IAG20220087::Enero-Abril 2023,2f20852544bb06baa4a257daecbe8b30e5bf01f4e83956daa21d99a40c39e8f9
IAG20220087::Septiembre-Diciembre 2022,dd186dc71c1b24d0bb0cad1dbec8e9a26f1020a3108fec0b9c754aa866337b03
IAG20220087::Septiembre-Diciembre 2023,5184622c4ad4bbaa2710a886d46aa6a326cdafb287161932dfbacf6540f19621
IAG20220113::Enero-Abril 2023,a7cab5f13fdcb38b9429d04f6796ffaca8886e944f04b86af43710fe7bb57b86
IAG20220113::Mayo-Agosto 2023,107157ca3022822982fe057f7c7e5969e87795c3cf54d49dbddfb2f530fe6668
IAG20220113::Septiembre-Diciembre 2022,c85eae31553f7254ef50d06b18b88a532365e6e6d97d95c94a2b31d8d422b1ee
IAG20220113::Septiembre-Diciembre 2023,a2b1b67782ec3a9a1b055ca40eeb23ce61fd35bbe1afcbf13d870cf96cb774fc
IAG20220116::Enero-Abril 2023,0fed81c7154ce650d0ccf358b012cd2bc8db0fbcf45d82bb6fa45a504d0727f3
IAG20220116::Mayo-Agosto 2023,2bbd1870ad4a56a3c46b9653f5e515f149b8883859c155ea11fae6c385594766
IAG20220116::Septiembre-Diciembre 2023,a39930d3c561bd87c70f12ee74ce67c4b38b27edee8b29537cadf23b1cc160d4
IAG20220135::Enero-Abril 2023,afc57206004f3db882cec4fd2fd53ff5ab71d4805d4dfa6c86c8b46475382c4f
IAG20220135::Septiembre-Diciembre 2022,dd186dc71c1b24d0bb0cad1dbec8e9a26f1020a3108fec0b9c754aa866337b03
IAG20220135::Septiembre-Diciembre 2023,53941b1b41dca2857c9bb27c842f1284280af6483ee11f3a608db9e8b11d4084
IAG20220148::Enero-Abril 2023,2f20852544bb06baa4a257daecbe8b30e5bf01f4e83956daa21d99a40c39e8f9
IAG20220148::Mayo-Agosto 2023,2f20852544bb06baa4a257daecbe8b30e5bf01f4e83956daa21d99a40c39e8f9
IAG20220148::Septiembre-Diciembre 2022,b3e1cb3b1cf1b11592d1179daeefb0cd333c05c6f8f7369551a18422440385f4
IAG20220148::Septiembre-Diciembre 2023,b3e1cb3b1cf1b11592d1179daeefb0cd333c05c6f8f7369551a18422440385f4
IAG20220223::Septiembre-Diciembre 2022,dd186dc71c1b24d0bb0cad1dbec8e9a26f1020a3108fec0b9c754aa866337b03
IAG20220229::Mayo-Agosto 2023,7768f5510a879c897395575158d991fec4be0a3e6cb5e56169a812f0ca8026b1
IAG20220229::Septiembre-Diciembre 2023,abfad95ed3dab90648aa7d63839e17acb6108d6971dd69c9ddd69ab89a8aedfa
IAG20220232::Mayo-Agosto 2023,99bea35a7d5afd944a60776cbfbb6af26632986620709ec74d79455e5eaaf1b9
IAG20220232::Septiembre-Diciembre 2022,bc78700b1132c8cf08429385c0c770eddda995c8ebaec96257f205885aa603a8
IAG20220232::Septiembre-Diciembre 2023,b3e1cb3b1cf1b11592d1179daeefb0cd333c05c6f8f7369551a18422440385f4
IAG20220242::Septiembre-Diciembre 2022,99bea35a7d5afd944a60776cbfbb6af26632986620709ec74d79455e5eaaf1b9
IAG20220244::Enero-Abril 2023,b3e1cb3b1cf1b11592d1179daeefb0cd333c05c6f8f7369551a18422440385f4
IAG20220244::Mayo-Agosto 2023,b3e1cb3b1cf1b11592d1179daeefb0cd333c05c6f8f7369551a18422440385f4
IAG20220244::Septiembre-Diciembre 2023,99bea35a7d5afd944a60776cbfbb6af26632986620709ec74d79455e5eaaf1b9
IAG20220258::Enero-Abril 2023,dfe7a9dccc81facbb7a96211a600e4a463881d3b3b266cf9a0b00cf3ec849226
IAG20220258::Mayo-Agosto 2023,dfe7a9dccc81facbb7a96211a600e4a463881d3b3b266cf9a0b00cf3ec849226
IAG20220258::Septiembre-Diciembre 2023,e836b92dfc75652163bf90c1a5eed987538cd3ab08becc2e5862554d87bd2d74
IAG20220262::Enero-Abril 2023,2f20852544bb06baa4a257daecbe8b30e5bf01f4e83956daa21d99a40c39e8f9
IAG20220262::Mayo-Agosto 2023,99bea35a7d5afd944a60776cbfbb6af26632986620709ec74d79455e5eaaf1b9
IAG20220262::Septiembre-Diciembre 2023,2f20852544bb06baa4a257daecbe8b30e5bf01f4e83956daa21d99a40c39e8f9
IAG20220264::Enero-Abril 2023,53941b1b41dca2857c9bb27c842f1284280af6483ee11f3a608db9e8b11d4084
IAG20220264::Mayo-Agosto 2023,2f20852544bb06baa4a257daecbe8b30e5bf01f4e83956daa21d99a40c39e8f9
IAG20220264::Septiembre-Diciembre 2022,53941b1b41dca2857c9bb27c842f1284280af6483ee11f3a608db9e8b11d4084
IAG20220276::Mayo-Agosto 2023,3d06cae6e280accd19e6c63da46bb849d6143e523554d9cc37beb66e7dd65eb7
IAG20220276::Septiembre-Diciembre 2022,e13be7695f192db2804961ec597a03607c26624e44fd06ad82983fecc8cb95c9
IAG20220276::Septiembre-Diciembre 2023,fed60a08e62f55c2d86ef08407d0fe5081c206c30b3aefee9b0914820748b977
IAG20220279::Septiembre-Diciembre 2022,dd186dc71c1b24d0bb0cad1dbec8e9a26f1020a3108fec0b9c754aa866337b03
IAG20220279::Septiembre-Diciembre 2023,b3e1cb3b1cf1b11592d1179daeefb0cd333c05c6f8f7369551a18422440385f4
IAG20220280::Enero-Abril 2023,18b3ecee16873fb2b11f4589af0401dde6a8acb1e5d57e419ed62e46731ee058
IAG20220280::Mayo-Agosto 2023,37b4d196177411c8a525e7ff6588562a14df8155c419d608c1f0a70743f43174
IAG20220280::Septiembre-Diciembre 2022,b3e1cb3b1cf1b11592d1179daeefb0cd333c05c6f8f7369551a18422440385f4
IAG20220289::Septiembre-Diciembre 2023,dd186dc71c1b24d0bb0cad1dbec8e9a26f1020a3108fec0b9c754aa866337b03
IAG20220371::Enero-Abril 2023,eec63ef319a69acca8f3a543e85f1cb30bef4b9c083d444b0f2412c206262c78
IAG20220371::Mayo-Agosto 2023,a7cab5f13fdcb38b9429d04f6796ffaca8886e944f04b86af43710fe7bb57b86
IAG20220371::Septiembre-Diciembre 2022,847d64367d80030f48aa0c4476c1aafec2ef17615db6774aa8df64b9545eb6b3
IAG20220371::Septiembre-Diciembre 2023,a7cab5f13fdcb38b9429d04f6796ffaca8886e944f04b86af43710fe7bb57b86
IAG20220382::Enero-Abril 2023,5184622c4ad4bbaa2710a886d46aa6a326cdafb287161932dfbacf6540f19621
IAG20220382::Mayo-Agosto 2023,5184622c4ad4bbaa2710a886d46aa6a326cdafb287161932dfbacf6540f19621
IAG20220382::Septiembre-Diciembre 2022,dd186dc71c1b24d0bb0cad1dbec8e9a26f1020a3108fec0b9c754aa866337b03
IAG20220382::Septiembre-Diciembre 2023,5184622c4ad4bbaa2710a886d46aa6a326cdafb287161932dfbacf6540f19621
IAG20220383::Septiembre-Diciembre 2023,0fed81c7154ce650d0ccf358b012cd2bc8db0fbcf45d82bb6fa45a504d0727f3
IAG20220384::Mayo-Agosto 2023,436c0e535870d202113e5310c19327c113f7e705edb6714dd20eca79f792e482
IAG20220384::Septiembre-Diciembre 2023,5184622c4ad4bbaa2710a886d46aa6a326cdafb287161932dfbacf6540f19621
IAG20230002::Enero-Abril 2023,b639955d381cc86ba8ae1bedeb65cbf837dc323265722a4bcc9a4d39ec85b38a
IAG20230002::Mayo-Agosto 2023,e836b92dfc75652163bf90c1a5eed987538cd3ab08becc2e5862554d87bd2d74
IAG20230002::Septiembre-Diciembre 2022,6793674f47a96523793cead187079a3e615131d29b74fbb7c8d3a39e06c560e1
IAG20230002::Septiembre-Diciembre 2023,e836b92dfc75652163bf90c1a5eed987538cd3ab08becc2e5862554d87bd2d74
IAG20230024::Enero-Abril 2023,5e6db20881ecb5f8607202aaa4bbc7924963619f4e42764c4c4f1f2f779b9a1c
IAG20230024::Mayo-Agosto 2023,97c19b32f69e2103955589067178efb71888ede2d99f1645f9cb78277759da83
IAG20230024::Septiembre-Diciembre 2022,6793674f47a96523793cead187079a3e615131d29b74fbb7c8d3a39e06c560e1
IAG20230024::Septiembre-Diciembre 2023,97c19b32f69e2103955589067178efb71888ede2d99f1645f9cb78277759da83
IAG20230030::Enero-Abril 2023,5e6db20881ecb5f8607202aaa4bbc7924963619f4e42764c4c4f1f2f779b9a1c
IAG20230030::Septiembre-Diciembre 2023,e836b92dfc75652163bf90c1a5eed987538cd3ab08becc2e5862554d87bd2d74
IAG20230074::Mayo-Agosto 2023,602f431a5422e6ddd975353045d99cedaf64b0f4d695c961b1bf9520312326cb
IAG20230074::Septiembre-Diciembre 2023,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20230105::Enero-Abril 2023,f76f246a3581bc23104de6fa6c2f85725e8abdf8e811574c09da169d7360530d
IAG20230105::Septiembre-Diciembre 2022,5e6db20881ecb5f8607202aaa4bbc7924963619f4e42764c4c4f1f2f779b9a1c
IAG20230105::Septiembre-Diciembre 2023,f76f246a3581bc23104de6fa6c2f85725e8abdf8e811574c09da169d7360530d
IAG20230140::Enero-Abril 2023,952555f750cab1aca1b233cca7c64c3017832aae745ffec79b09b8d0a3fe442b
IAG20230140::Mayo-Agosto 2023,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20230140::Septiembre-Diciembre 2022,6793674f47a96523793cead187079a3e615131d29b74fbb7c8d3a39e06c560e1
IAG20230141::Enero-Abril 2023,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20230141::Septiembre-Diciembre 2022,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20230155::Enero-Abril 2023,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20230155::Septiembre-Diciembre 2022,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20230179::Enero-Abril 2023,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20230179::Septiembre-Diciembre 2023,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20230188::Enero-Abril 2023,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20230188::Mayo-Agosto 2023,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20230188::Septiembre-Diciembre 2023,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20230213::Septiembre-Diciembre 2023,2f20852544bb06baa4a257daecbe8b30e5bf01f4e83956daa21d99a40c39e8f9
IAG20230219::Enero-Abril 2023,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20230219::Septiembre-Diciembre 2022,6793674f47a96523793cead187079a3e615131d29b74fbb7c8d3a39e06c560e1
IAG20230219::Septiembre-Diciembre 2023,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20230236::Enero-Abril 2023,548efa6d09345756083f3c98178de297857d512ec4a70d370bbda42e2b32446a
IAG20230236::Septiembre-Diciembre 2022,548efa6d09345756083f3c98178de297857d512ec4a70d370bbda42e2b32446a
IAG20230261::Enero-Abril 2023,f4f0ebacf4e40f27b5b6e3ff9c8fc6aa5ed2f464e0366d8e1911e11113f9f3bd
IAG20230261::Septiembre-Diciembre 2022,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20230261::Septiembre-Diciembre 2023,e836b92dfc75652163bf90c1a5eed987538cd3ab08becc2e5862554d87bd2d74
IAG20230266::Enero-Abril 2023,6793674f47a96523793cead187079a3e615131d29b74fbb7c8d3a39e06c560e1
IAG20230266::Mayo-Agosto 2023,b639955d381cc86ba8ae1bedeb65cbf837dc323265722a4bcc9a4d39ec85b38a
IAG20230266::Septiembre-Diciembre 2022,b639955d381cc86ba8ae1bedeb65cbf837dc323265722a4bcc9a4d39ec85b38a
IAG20230281::Enero-Abril 2023,3bf09650c2e8ff562f5f0c7606d6e24ab80aa6d35f92a72ff82822900f331f1a
IAG20230281::Septiembre-Diciembre 2022,5e6db20881ecb5f8607202aaa4bbc7924963619f4e42764c4c4f1f2f779b9a1c
IAG20230281::Septiembre-Diciembre 2023,a5de48df5a83122f8205f3d0eafb59f87f8153cf284ed24f78a7cea31395362c
IAG20230306::Enero-Abril 2023,5f2d574ed8b81f860d3907fbe1c85cbe86522d24cd56388ab1824e89e2f84f7a
IAG20230306::Septiembre-Diciembre 2022,6793674f47a96523793cead187079a3e615131d29b74fbb7c8d3a39e06c560e1
IAG20230337::Enero-Abril 2023,952555f750cab1aca1b233cca7c64c3017832aae745ffec79b09b8d0a3fe442b
IAG20230337::Mayo-Agosto 2023,6793674f47a96523793cead187079a3e615131d29b74fbb7c8d3a39e06c560e1
IAG20230337::Septiembre-Diciembre 2023,b639955d381cc86ba8ae1bedeb65cbf837dc323265722a4bcc9a4d39ec85b38a
IAG20230363::Septiembre-Diciembre 2022,5e6db20881ecb5f8607202aaa4bbc7924963619f4e42764c4c4f1f2f779b9a1c
IAG20230363::Septiembre-Diciembre 2023,e836b92dfc75652163bf90c1a5eed987538cd3ab08becc2e5862554d87bd2d74
IAG20230365::Enero-Abril 2023,e836b92dfc75652163bf90c1a5eed987538cd3ab08becc2e5862554d87bd2d74
IAG20230365::Septiembre-Diciembre 2022,6793674f47a96523793cead187079a3e615131d29b74fbb7c8d3a39e06c560e1
IAG20230387::Mayo-Agosto 2023,602f431a5422e6ddd975353045d99cedaf64b0f4d695c961b1bf9520312326cb
IAG20230387::Septiembre-Diciembre 2022,952555f750cab1aca1b233cca7c64c3017832aae745ffec79b09b8d0a3fe442b
IAG20230387::Septiembre-Diciembre 2023,b639955d381cc86ba8ae1bedeb65cbf837dc323265722a4bcc9a4d39ec85b38a
IAG20240031::Mayo-Agosto 2023,5e6db20881ecb5f8607202aaa4bbc7924963619f4e42764c4c4f1f2f779b9a1c
IAG20240031::Septiembre-Diciembre 2023,97c19b32f69e2103955589067178efb71888ede2d99f1645f9cb78277759da83
IAG20240106::Mayo-Agosto 2023,b639955d381cc86ba8ae1bedeb65cbf837dc323265722a4bcc9a4d39ec85b38a
IAG20240106::Septiembre-Diciembre 2022,602f431a5422e6ddd975353045d99cedaf64b0f4d695c961b1bf9520312326cb
IAG20240106::Septiembre-Diciembre 2023,4aee65686cf0027857c6101a90563c593aabf65e020618f72e8fe94b95e83fd1
IAG20240170::Enero-Abril 2023,f4f0ebacf4e40f27b5b6e3ff9c8fc6aa5ed2f464e0366d8e1911e11113f9f3bd
